target_date,residual_pool_size,scenario_count,method,day_steps,generation_lower_bound_kw,generation_upper_bound_kw,load_lower_bound_kw,all_sources_strictly_before_target
2025-04-22,103,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-04-23,104,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-04-24,105,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-04-25,106,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-04-26,107,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-04-27,108,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-04-28,109,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-04-29,110,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-04-30,111,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-01,112,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-02,113,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-03,114,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-04,115,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-05,116,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-06,117,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-07,118,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-08,119,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-09,120,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-10,121,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-11,122,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-12,123,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-13,124,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-14,125,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-15,126,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-16,127,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-17,128,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-18,129,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-19,130,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-20,131,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-21,132,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-22,133,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-23,134,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-24,135,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-25,136,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-26,137,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-27,138,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-28,139,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-29,140,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-30,141,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-05-31,142,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-01,143,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-02,144,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-03,145,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-04,146,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-05,147,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-06,148,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-07,149,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-08,150,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-09,151,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-10,152,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-11,153,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-12,154,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-13,155,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-14,156,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-15,157,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-16,158,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-17,159,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-18,160,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-19,161,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-20,162,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-21,163,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-22,164,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-23,165,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-24,166,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-25,167,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-26,168,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-27,169,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-28,170,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-29,171,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-06-30,172,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-01,173,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-02,174,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-03,175,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-04,176,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-05,177,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-06,178,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-07,179,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-08,180,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-09,181,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-10,182,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-11,183,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-12,184,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-13,185,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-14,186,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-15,187,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-16,188,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-17,189,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-18,190,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-19,191,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-20,192,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-21,193,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-22,194,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-23,195,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-24,196,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-25,197,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-26,198,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-27,199,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-28,200,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-29,201,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-30,202,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-07-31,203,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-01,204,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-02,205,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-03,206,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-04,207,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-05,208,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-06,209,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-07,210,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-08,211,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-09,212,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-10,213,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-11,214,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-12,215,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-13,216,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-14,217,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-15,218,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-16,219,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-17,220,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-18,221,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-19,222,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-20,223,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-21,224,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-22,225,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-23,226,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-24,227,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-25,228,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-26,229,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-27,230,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-28,231,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-29,232,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-30,233,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-08-31,234,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-01,235,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-02,236,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-03,237,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-04,238,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-05,239,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-06,240,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-07,241,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-08,242,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-09,243,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-10,244,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-11,245,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-12,246,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-13,247,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-14,248,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-15,249,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-16,250,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-17,251,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-18,252,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-19,253,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-20,254,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-21,255,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-22,256,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-23,257,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-24,258,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-25,259,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-26,260,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-27,261,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-28,262,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-29,263,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-09-30,264,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-01,265,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-02,266,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-03,267,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-04,268,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-05,269,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-06,270,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-07,271,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-08,272,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-09,273,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-10,274,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-11,275,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-12,276,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-13,277,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-14,278,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-15,279,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-16,280,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-17,281,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-18,282,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-19,283,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-20,284,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-21,285,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-22,286,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-23,287,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-24,288,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-25,289,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-26,290,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-27,291,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-28,292,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-29,293,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-30,294,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-10-31,295,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-01,296,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-02,297,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-03,298,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-04,299,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-05,300,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-06,301,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-07,302,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-08,303,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-09,304,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-10,305,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-11,306,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-12,307,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-13,308,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-14,309,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-15,310,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-16,311,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-17,312,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-18,313,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-19,314,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-20,315,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-21,316,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-22,317,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-23,318,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-24,319,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-25,320,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-26,321,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-27,322,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-28,323,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-29,324,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-11-30,325,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-01,326,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-02,327,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-03,328,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-04,329,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-05,330,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-06,331,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-07,332,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-08,333,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-09,334,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-10,335,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-11,336,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-12,337,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-13,338,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-14,339,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-15,340,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-16,341,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-17,342,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-18,343,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-19,344,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-20,345,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-21,346,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-22,347,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-23,348,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-24,349,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-25,350,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-26,351,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-27,352,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-28,353,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-29,354,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-30,355,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
2025-12-31,356,50,paired_whole_day_residual_resampling,144,0.0,,0.0,True
