forecast_id,release_time,horizon_hour,target_time,pv_forecast_kw
179,2025-01-02 18:00:00,11,2025-01-03 05:00:00,0
180,2025-01-02 18:00:00,12,2025-01-03 06:00:00,0
181,2025-01-02 18:00:00,13,2025-01-03 07:00:00,9.5321
182,2025-01-02 18:00:00,14,2025-01-03 08:00:00,1513.0067
183,2025-01-02 18:00:00,15,2025-01-03 09:00:00,2860.0466
184,2025-01-02 18:00:00,16,2025-01-03 10:00:00,3793.6223
185,2025-01-02 18:00:00,17,2025-01-03 11:00:00,4445.8828
186,2025-01-02 18:00:00,18,2025-01-03 12:00:00,4246.4353
187,2025-01-02 18:00:00,19,2025-01-03 13:00:00,4365.3181
188,2025-01-02 18:00:00,20,2025-01-03 14:00:00,4051.699
189,2025-01-02 18:00:00,21,2025-01-03 15:00:00,2758.4743
190,2025-01-02 18:00:00,22,2025-01-03 16:00:00,1424.3298
191,2025-01-02 18:00:00,23,2025-01-03 17:00:00,11.2687
192,2025-01-02 18:00:00,24,2025-01-03 18:00:00,0
193,2025-01-03 00:00:00,1,2025-01-03 01:00:00,0
194,2025-01-03 00:00:00,2,2025-01-03 02:00:00,0
195,2025-01-03 00:00:00,3,2025-01-03 03:00:00,0
196,2025-01-03 00:00:00,4,2025-01-03 04:00:00,0
197,2025-01-03 00:00:00,5,2025-01-03 05:00:00,0
198,2025-01-03 00:00:00,6,2025-01-03 06:00:00,0
199,2025-01-03 00:00:00,7,2025-01-03 07:00:00,9.2912
200,2025-01-03 00:00:00,8,2025-01-03 08:00:00,1514.0314
201,2025-01-03 00:00:00,9,2025-01-03 09:00:00,3078.4182
202,2025-01-03 00:00:00,10,2025-01-03 10:00:00,4510.5495
203,2025-01-03 00:00:00,11,2025-01-03 11:00:00,5403.0295
204,2025-01-03 00:00:00,12,2025-01-03 12:00:00,6228.0795
205,2025-01-03 00:00:00,13,2025-01-03 13:00:00,5051.5846
206,2025-01-03 00:00:00,14,2025-01-03 14:00:00,5134.1073
207,2025-01-03 00:00:00,15,2025-01-03 15:00:00,3661.5375
208,2025-01-03 00:00:00,16,2025-01-03 16:00:00,1457.3727
209,2025-01-03 00:00:00,17,2025-01-03 17:00:00,10.9081
210,2025-01-03 00:00:00,18,2025-01-03 18:00:00,0
211,2025-01-03 00:00:00,19,2025-01-03 19:00:00,0
212,2025-01-03 00:00:00,20,2025-01-03 20:00:00,0
213,2025-01-03 00:00:00,21,2025-01-03 21:00:00,0
214,2025-01-03 00:00:00,22,2025-01-03 22:00:00,0
215,2025-01-03 00:00:00,23,2025-01-03 23:00:00,0
216,2025-01-03 00:00:00,24,2025-01-04 00:00:00,0
217,2025-01-03 06:00:00,1,2025-01-03 07:00:00,10.1517
218,2025-01-03 06:00:00,2,2025-01-03 08:00:00,1543.8265
219,2025-01-03 06:00:00,3,2025-01-03 09:00:00,3340.5575
220,2025-01-03 06:00:00,4,2025-01-03 10:00:00,4903.35
221,2025-01-03 06:00:00,5,2025-01-03 11:00:00,5614.4735
222,2025-01-03 06:00:00,6,2025-01-03 12:00:00,6339.1125
223,2025-01-03 06:00:00,7,2025-01-03 13:00:00,5537.59
224,2025-01-03 06:00:00,8,2025-01-03 14:00:00,4719.9642
225,2025-01-03 06:00:00,9,2025-01-03 15:00:00,3200.0998
226,2025-01-03 06:00:00,10,2025-01-03 16:00:00,1337.2871
227,2025-01-03 06:00:00,11,2025-01-03 17:00:00,10.2099
228,2025-01-03 06:00:00,12,2025-01-03 18:00:00,0
229,2025-01-03 06:00:00,13,2025-01-03 19:00:00,0
230,2025-01-03 06:00:00,14,2025-01-03 20:00:00,0
231,2025-01-03 06:00:00,15,2025-01-03 21:00:00,0
232,2025-01-03 06:00:00,16,2025-01-03 22:00:00,0
233,2025-01-03 06:00:00,17,2025-01-03 23:00:00,0
234,2025-01-03 06:00:00,18,2025-01-04 00:00:00,0
235,2025-01-03 06:00:00,19,2025-01-04 01:00:00,0
236,2025-01-03 06:00:00,20,2025-01-04 02:00:00,0
237,2025-01-03 06:00:00,21,2025-01-04 03:00:00,0
238,2025-01-03 06:00:00,22,2025-01-04 04:00:00,0
239,2025-01-03 06:00:00,23,2025-01-04 05:00:00,0
240,2025-01-03 06:00:00,24,2025-01-04 06:00:00,0
241,2025-01-03 12:00:00,1,2025-01-03 13:00:00,5352.8521
242,2025-01-03 12:00:00,2,2025-01-03 14:00:00,4911.3123
243,2025-01-03 12:00:00,3,2025-01-03 15:00:00,3255.4369
244,2025-01-03 12:00:00,4,2025-01-03 16:00:00,1521.1799
245,2025-01-03 12:00:00,5,2025-01-03 17:00:00,10.2119
246,2025-01-03 12:00:00,6,2025-01-03 18:00:00,0
247,2025-01-03 12:00:00,7,2025-01-03 19:00:00,0
248,2025-01-03 12:00:00,8,2025-01-03 20:00:00,0
249,2025-01-03 12:00:00,9,2025-01-03 21:00:00,0
250,2025-01-03 12:00:00,10,2025-01-03 22:00:00,0
251,2025-01-03 12:00:00,11,2025-01-03 23:00:00,0
252,2025-01-03 12:00:00,12,2025-01-04 00:00:00,0
253,2025-01-03 12:00:00,13,2025-01-04 01:00:00,0
254,2025-01-03 12:00:00,14,2025-01-04 02:00:00,0
255,2025-01-03 12:00:00,15,2025-01-04 03:00:00,0
256,2025-01-03 12:00:00,16,2025-01-04 04:00:00,0
257,2025-01-03 12:00:00,17,2025-01-04 05:00:00,0
258,2025-01-03 12:00:00,18,2025-01-04 06:00:00,0
259,2025-01-03 12:00:00,19,2025-01-04 07:00:00,9.7537
260,2025-01-03 12:00:00,20,2025-01-04 08:00:00,1081.4534
261,2025-01-03 12:00:00,21,2025-01-04 09:00:00,2125.6273
262,2025-01-03 12:00:00,22,2025-01-04 10:00:00,3000.3625
263,2025-01-03 12:00:00,23,2025-01-04 11:00:00,3974.1294
264,2025-01-03 12:00:00,24,2025-01-04 12:00:00,5987.1209
265,2025-01-03 18:00:00,1,2025-01-03 19:00:00,0
266,2025-01-03 18:00:00,2,2025-01-03 20:00:00,0
267,2025-01-03 18:00:00,3,2025-01-03 21:00:00,0
268,2025-01-03 18:00:00,4,2025-01-03 22:00:00,0
269,2025-01-03 18:00:00,5,2025-01-03 23:00:00,0
270,2025-01-03 18:00:00,6,2025-01-04 00:00:00,0
271,2025-01-03 18:00:00,7,2025-01-04 01:00:00,0
272,2025-01-03 18:00:00,8,2025-01-04 02:00:00,0
273,2025-01-03 18:00:00,9,2025-01-04 03:00:00,0
274,2025-01-03 18:00:00,10,2025-01-04 04:00:00,0
275,2025-01-03 18:00:00,11,2025-01-04 05:00:00,0
276,2025-01-03 18:00:00,12,2025-01-04 06:00:00,0
277,2025-01-03 18:00:00,13,2025-01-04 07:00:00,12.7298
278,2025-01-03 18:00:00,14,2025-01-04 08:00:00,1213.2499
279,2025-01-03 18:00:00,15,2025-01-04 09:00:00,2507.0925
280,2025-01-03 18:00:00,16,2025-01-04 10:00:00,3502.5119
281,2025-01-03 18:00:00,17,2025-01-04 11:00:00,5074.2101
282,2025-01-03 18:00:00,18,2025-01-04 12:00:00,6321.2807
283,2025-01-03 18:00:00,19,2025-01-04 13:00:00,4741.4501
284,2025-01-03 18:00:00,20,2025-01-04 14:00:00,3809.1464
285,2025-01-03 18:00:00,21,2025-01-04 15:00:00,3157.01
286,2025-01-03 18:00:00,22,2025-01-04 16:00:00,1275.4294
287,2025-01-03 18:00:00,23,2025-01-04 17:00:00,10.5949
288,2025-01-03 18:00:00,24,2025-01-04 18:00:00,0
289,2025-01-04 00:00:00,1,2025-01-04 01:00:00,0
290,2025-01-04 00:00:00,2,2025-01-04 02:00:00,0
291,2025-01-04 00:00:00,3,2025-01-04 03:00:00,0
292,2025-01-04 00:00:00,4,2025-01-04 04:00:00,0
293,2025-01-04 00:00:00,5,2025-01-04 05:00:00,0
294,2025-01-04 00:00:00,6,2025-01-04 06:00:00,0
295,2025-01-04 00:00:00,7,2025-01-04 07:00:00,16.3286
296,2025-01-04 00:00:00,8,2025-01-04 08:00:00,1721.9148
297,2025-01-04 00:00:00,9,2025-01-04 09:00:00,3653.775
298,2025-01-04 00:00:00,10,2025-01-04 10:00:00,4903.35
299,2025-01-04 00:00:00,11,2025-01-04 11:00:00,6040.8
300,2025-01-04 00:00:00,12,2025-01-04 12:00:00,6339.1125
301,2025-01-04 00:00:00,13,2025-01-04 13:00:00,6134.9039
302,2025-01-04 00:00:00,14,2025-01-04 14:00:00,4720.5012
303,2025-01-04 00:00:00,15,2025-01-04 15:00:00,2820.1758
304,2025-01-04 00:00:00,16,2025-01-04 16:00:00,1364.0018
305,2025-01-04 00:00:00,17,2025-01-04 17:00:00,11.6166
306,2025-01-04 00:00:00,18,2025-01-04 18:00:00,0
307,2025-01-04 00:00:00,19,2025-01-04 19:00:00,0
308,2025-01-04 00:00:00,20,2025-01-04 20:00:00,0
309,2025-01-04 00:00:00,21,2025-01-04 21:00:00,0
310,2025-01-04 00:00:00,22,2025-01-04 22:00:00,0
311,2025-01-04 00:00:00,23,2025-01-04 23:00:00,0
312,2025-01-04 00:00:00,24,2025-01-05 00:00:00,0
313,2025-01-04 06:00:00,1,2025-01-04 07:00:00,15.1787
314,2025-01-04 06:00:00,2,2025-01-04 08:00:00,1546.9471
315,2025-01-04 06:00:00,3,2025-01-04 09:00:00,3178.9721
316,2025-01-04 06:00:00,4,2025-01-04 10:00:00,4226.7413
317,2025-01-04 06:00:00,5,2025-01-04 11:00:00,5399.7799
318,2025-01-04 06:00:00,6,2025-01-04 12:00:00,6339.1125
319,2025-01-04 06:00:00,7,2025-01-04 13:00:00,5886.5064
320,2025-01-04 06:00:00,8,2025-01-04 14:00:00,5024.0453
321,2025-01-04 06:00:00,9,2025-01-04 15:00:00,3643.9998
322,2025-01-04 06:00:00,10,2025-01-04 16:00:00,1620.9771
323,2025-01-04 06:00:00,11,2025-01-04 17:00:00,13.7697
324,2025-01-04 06:00:00,12,2025-01-04 18:00:00,0
325,2025-01-04 06:00:00,13,2025-01-04 19:00:00,0
326,2025-01-04 06:00:00,14,2025-01-04 20:00:00,0
327,2025-01-04 06:00:00,15,2025-01-04 21:00:00,0
328,2025-01-04 06:00:00,16,2025-01-04 22:00:00,0
329,2025-01-04 06:00:00,17,2025-01-04 23:00:00,0
330,2025-01-04 06:00:00,18,2025-01-05 00:00:00,0
331,2025-01-04 06:00:00,19,2025-01-05 01:00:00,0
332,2025-01-04 06:00:00,20,2025-01-05 02:00:00,0
333,2025-01-04 06:00:00,21,2025-01-05 03:00:00,0
334,2025-01-04 06:00:00,22,2025-01-05 04:00:00,0
335,2025-01-04 06:00:00,23,2025-01-05 05:00:00,0
336,2025-01-04 06:00:00,24,2025-01-05 06:00:00,0
337,2025-01-04 12:00:00,1,2025-01-04 13:00:00,5586.926
338,2025-01-04 12:00:00,2,2025-01-04 14:00:00,4966.0167
339,2025-01-04 12:00:00,3,2025-01-04 15:00:00,3376.2331
340,2025-01-04 12:00:00,4,2025-01-04 16:00:00,1555.6215
341,2025-01-04 12:00:00,5,2025-01-04 17:00:00,14.1685
342,2025-01-04 12:00:00,6,2025-01-04 18:00:00,0
343,2025-01-04 12:00:00,7,2025-01-04 19:00:00,0
344,2025-01-04 12:00:00,8,2025-01-04 20:00:00,0
345,2025-01-04 12:00:00,9,2025-01-04 21:00:00,0
346,2025-01-04 12:00:00,10,2025-01-04 22:00:00,0
347,2025-01-04 12:00:00,11,2025-01-04 23:00:00,0
348,2025-01-04 12:00:00,12,2025-01-05 00:00:00,0
349,2025-01-04 12:00:00,13,2025-01-05 01:00:00,0
350,2025-01-04 12:00:00,14,2025-01-05 02:00:00,0
351,2025-01-04 12:00:00,15,2025-01-05 03:00:00,0
352,2025-01-04 12:00:00,16,2025-01-05 04:00:00,0
353,2025-01-04 12:00:00,17,2025-01-05 05:00:00,0
354,2025-01-04 12:00:00,18,2025-01-05 06:00:00,0
355,2025-01-04 12:00:00,19,2025-01-05 07:00:00,17.3473
356,2025-01-04 12:00:00,20,2025-01-05 08:00:00,1545.2699
357,2025-01-04 12:00:00,21,2025-01-05 09:00:00,3653.775
358,2025-01-04 12:00:00,22,2025-01-05 10:00:00,4953.1875
359,2025-01-04 12:00:00,23,2025-01-05 11:00:00,6040.8
360,2025-01-04 12:00:00,24,2025-01-05 12:00:00,6597.6375
361,2025-01-04 18:00:00,1,2025-01-04 19:00:00,0
362,2025-01-04 18:00:00,2,2025-01-04 20:00:00,0
363,2025-01-04 18:00:00,3,2025-01-04 21:00:00,0
364,2025-01-04 18:00:00,4,2025-01-04 22:00:00,0
365,2025-01-04 18:00:00,5,2025-01-04 23:00:00,0
366,2025-01-04 18:00:00,6,2025-01-05 00:00:00,0
367,2025-01-04 18:00:00,7,2025-01-05 01:00:00,0
368,2025-01-04 18:00:00,8,2025-01-05 02:00:00,0
369,2025-01-04 18:00:00,9,2025-01-05 03:00:00,0
370,2025-01-04 18:00:00,10,2025-01-05 04:00:00,0
371,2025-01-04 18:00:00,11,2025-01-05 05:00:00,0
372,2025-01-04 18:00:00,12,2025-01-05 06:00:00,0
373,2025-01-04 18:00:00,13,2025-01-05 07:00:00,14.0462
374,2025-01-04 18:00:00,14,2025-01-05 08:00:00,1311.1882
375,2025-01-04 18:00:00,15,2025-01-05 09:00:00,3094.4689
376,2025-01-04 18:00:00,16,2025-01-05 10:00:00,3989.2148
377,2025-01-04 18:00:00,17,2025-01-05 11:00:00,4335.2225
378,2025-01-04 18:00:00,18,2025-01-05 12:00:00,5714.2002
379,2025-01-04 18:00:00,19,2025-01-05 13:00:00,6200.025
380,2025-01-04 18:00:00,20,2025-01-05 14:00:00,5359.9875
381,2025-01-04 18:00:00,21,2025-01-05 15:00:00,3661.5375
382,2025-01-04 18:00:00,22,2025-01-05 16:00:00,1880.0625
383,2025-01-04 18:00:00,23,2025-01-05 17:00:00,26.6886
384,2025-01-04 18:00:00,24,2025-01-05 18:00:00,0
385,2025-01-05 00:00:00,1,2025-01-05 01:00:00,0
386,2025-01-05 00:00:00,2,2025-01-05 02:00:00,0
387,2025-01-05 00:00:00,3,2025-01-05 03:00:00,0
388,2025-01-05 00:00:00,4,2025-01-05 04:00:00,0
389,2025-01-05 00:00:00,5,2025-01-05 05:00:00,0
390,2025-01-05 00:00:00,6,2025-01-05 06:00:00,0
391,2025-01-05 00:00:00,7,2025-01-05 07:00:00,16.9052
392,2025-01-05 00:00:00,8,2025-01-05 08:00:00,1655.0272
393,2025-01-05 00:00:00,9,2025-01-05 09:00:00,3653.775
394,2025-01-05 00:00:00,10,2025-01-05 10:00:00,4866.0553
395,2025-01-05 00:00:00,11,2025-01-05 11:00:00,5301.0764
396,2025-01-05 00:00:00,12,2025-01-05 12:00:00,6381.155
397,2025-01-05 00:00:00,13,2025-01-05 13:00:00,5495.4459
398,2025-01-05 00:00:00,14,2025-01-05 14:00:00,4480.8732
399,2025-01-05 00:00:00,15,2025-01-05 15:00:00,3644.3571
400,2025-01-05 00:00:00,16,2025-01-05 16:00:00,1688.3847
401,2025-01-05 00:00:00,17,2025-01-05 17:00:00,20.0313
402,2025-01-05 00:00:00,18,2025-01-05 18:00:00,0
403,2025-01-05 00:00:00,19,2025-01-05 19:00:00,0
404,2025-01-05 00:00:00,20,2025-01-05 20:00:00,0
405,2025-01-05 00:00:00,21,2025-01-05 21:00:00,0
406,2025-01-05 00:00:00,22,2025-01-05 22:00:00,0
407,2025-01-05 00:00:00,23,2025-01-05 23:00:00,0
408,2025-01-05 00:00:00,24,2025-01-06 00:00:00,0
409,2025-01-05 06:00:00,1,2025-01-05 07:00:00,16.1989
410,2025-01-05 06:00:00,2,2025-01-05 08:00:00,1532.6257
411,2025-01-05 06:00:00,3,2025-01-05 09:00:00,3344.4775
412,2025-01-05 06:00:00,4,2025-01-05 10:00:00,4829.1293
413,2025-01-05 06:00:00,5,2025-01-05 11:00:00,5337.5946
