operating_date,slot,interval_start,interval_end,load_kw,pv_actual_kw,price_yuan_per_kwh,load_kwh,pv_actual_kwh,net_load_kw,net_load_kwh,pv_lag_1d,pv_lag_7d,load_lag_1d,load_lag_7d,pv_same_slot_7d_mean
2025-01-01,56,2025-01-01 09:10:00,2025-01-01 09:20:00,7229.5513,3875.6352,1.2735,1204.925217,645.9392,3353.9161,558.9860167,,,,,
2025-01-01,57,2025-01-01 09:20:00,2025-01-01 09:30:00,7099.33,4149.825,1.2135,1183.221667,691.6375,2949.505,491.5841667,,,,,
2025-01-01,58,2025-01-01 09:30:00,2025-01-01 09:40:00,7297.1521,4403.4802,1.1586,1216.192017,733.9133667,2893.6719,482.27865,,,,,
2025-01-01,59,2025-01-01 09:40:00,2025-01-01 09:50:00,7313.1756,4624.7505,1.2464,1218.8626,770.79175,2688.4251,448.07085,,,,,
2025-01-01,60,2025-01-01 09:50:00,2025-01-01 10:00:00,7099.46,4836.6375,1.3947,1183.243333,806.10625,2262.8225,377.1370833,,,,,
2025-01-01,61,2025-01-01 10:00:00,2025-01-01 10:10:00,7125.5214,5080.7024,1.3761,1187.5869,846.7837333,2044.819,340.8031667,,,,,
2025-01-01,62,2025-01-01 10:10:00,2025-01-01 10:20:00,7096.3104,5338.7528,1.3294,1182.7184,889.7921333,1757.5576,292.9262667,,,,,
2025-01-01,63,2025-01-01 10:20:00,2025-01-01 10:30:00,6986.17,5494.725,1.3646,1164.361667,915.7875,1491.445,248.5741667,,,,,
2025-01-01,64,2025-01-01 10:30:00,2025-01-01 10:40:00,7098.9702,5437.9778,1.4099,1183.1617,906.3296333,1660.9924,276.8320667,,,,,
2025-01-01,65,2025-01-01 10:40:00,2025-01-01 10:50:00,7193.993,5396.2126,1.1773,1198.998833,899.3687667,1797.7804,299.6300667,,,,,
2025-01-01,66,2025-01-01 10:50:00,2025-01-01 11:00:00,7135.18,5372.1,0.806,1189.196667,895.35,1763.08,293.8466667,,,,,
2025-01-01,67,2025-01-01 11:00:00,2025-01-01 11:10:00,7042.947,5182.9722,0.7483,1173.8245,863.8287,1859.9748,309.9958,,,,,
2025-01-01,68,2025-01-01 11:10:00,2025-01-01 11:20:00,7069.1675,5131.5011,0.7981,1178.194583,855.2501833,1937.6664,322.9444,,,,,
2025-01-01,69,2025-01-01 11:20:00,2025-01-01 11:30:00,7129.17,5294.775,0.7929,1188.195,882.4625,1834.395,305.7325,,,,,
2025-01-01,70,2025-01-01 11:30:00,2025-01-01 11:40:00,6971.0393,5434.7444,0.7713,1161.839883,905.7907333,1536.2949,256.04915,,,,,
2025-01-01,71,2025-01-01 11:40:00,2025-01-01 11:50:00,6648.4937,5455.5011,0.726,1108.082283,909.2501833,1192.9926,198.8321,,,,,
2025-01-01,72,2025-01-01 11:50:00,2025-01-01 12:00:00,6471.29,5331.7125,0.7133,1078.548333,888.61875,1139.5775,189.9295833,,,,,
2025-01-01,73,2025-01-01 12:00:00,2025-01-01 12:10:00,6681.1855,5126.6533,0.8026,1113.530917,854.4422167,1554.5322,259.0887,,,,,
2025-01-01,74,2025-01-01 12:10:00,2025-01-01 12:20:00,6585.2714,5118.4895,0.8183,1097.545233,853.0815833,1466.7819,244.46365,,,,,
2025-01-01,75,2025-01-01 12:20:00,2025-01-01 12:30:00,6283.97,5302.575,0.7305,1047.328333,883.7625,981.395,163.5658333,,,,,
2025-01-01,76,2025-01-01 12:30:00,2025-01-01 12:40:00,6547.9322,5399.7996,0.712,1091.322033,899.9666,1148.1326,191.3554333,,,,,
2025-01-01,77,2025-01-01 12:40:00,2025-01-01 12:50:00,6747.6789,5377.6488,0.903,1124.61315,896.2748,1370.0301,228.33835,,,,,
2025-01-01,78,2025-01-01 12:50:00,2025-01-01 13:00:00,6682.36,5261.8125,1.1525,1113.726667,876.96875,1420.5475,236.7579167,,,,,
2025-01-01,79,2025-01-01 13:00:00,2025-01-01 13:10:00,6790.9628,5097.6164,1.1607,1131.827133,849.6027333,1693.3464,282.2244,,,,,
2025-01-01,80,2025-01-01 13:10:00,2025-01-01 13:20:00,6916.0165,5029.4534,1.1437,1152.669417,838.2422333,1886.5631,314.4271833,,,,,
2025-01-01,81,2025-01-01 13:20:00,2025-01-01 13:30:00,6834.78,5043.8625,1.1537,1139.13,840.64375,1790.9175,298.48625,,,,,
2025-01-01,82,2025-01-01 13:30:00,2025-01-01 13:40:00,6546.5252,4973.5844,1.0571,1091.087533,828.9307333,1572.9408,262.1568,,,,,
2025-01-01,83,2025-01-01 13:40:00,2025-01-01 13:50:00,6539.873,4769.7524,1.1423,1089.978833,794.9587333,1770.1206,295.0201,,,,,
2025-01-01,84,2025-01-01 13:50:00,2025-01-01 14:00:00,6773.97,4478.625,1.3627,1128.995,746.4375,2295.345,382.5575,,,,,
2025-01-01,85,2025-01-01 14:00:00,2025-01-01 14:10:00,6736.8117,4209.3909,1.363,1122.80195,701.56515,2527.4208,421.2368,,,,,
2025-01-01,86,2025-01-01 14:10:00,2025-01-01 14:20:00,6623.3813,4060.4316,1.3215,1103.896883,676.7386,2562.9497,427.1582833,,,,,
2025-01-01,87,2025-01-01 14:20:00,2025-01-01 14:30:00,6548.98,3934.425,1.3884,1091.496667,655.7375,2614.555,435.7591667,,,,,
2025-01-01,88,2025-01-01 14:30:00,2025-01-01 14:40:00,6398.5627,3648.1229,1.4736,1066.427117,608.0204833,2750.4398,458.4066333,,,,,
2025-01-01,89,2025-01-01 14:40:00,2025-01-01 14:50:00,6196.5854,3431.0164,1.2203,1032.764233,571.8360667,2765.569,460.9281667,,,,,
2025-01-01,90,2025-01-01 14:50:00,2025-01-01 15:00:00,6154.69,3327.3375,0.8295,1025.781667,554.55625,2827.3525,471.2254167,,,,,
2025-01-01,91,2025-01-01 15:00:00,2025-01-01 15:10:00,6459.5818,3139.1175,0.8782,1076.596967,523.18625,3320.4643,553.4107167,,,,,
2025-01-01,92,2025-01-01 15:10:00,2025-01-01 15:20:00,6622.8857,2860.4253,0.974,1103.814283,476.73755,3762.4604,627.0767333,,,,,
2025-01-01,93,2025-01-01 15:20:00,2025-01-01 15:30:00,6493.61,2505,0.9257,1082.268333,417.5,3988.61,664.7683333,,,,,
2025-01-01,94,2025-01-01 15:30:00,2025-01-01 15:40:00,6375.0516,2089.695,0.9368,1062.5086,348.2825,4285.3566,714.2261,,,,,
2025-01-01,95,2025-01-01 15:40:00,2025-01-01 15:50:00,6354.113,1762.1562,0.9885,1059.018833,293.6927,4591.9568,765.3261333,,,,,
2025-01-01,96,2025-01-01 15:50:00,2025-01-01 16:00:00,6404.25,1525.8,1.0236,1067.375,254.3,4878.45,813.075,,,,,
2025-01-01,97,2025-01-01 16:00:00,2025-01-01 16:10:00,6444.972,1249.2025,1.0256,1074.162,208.2004167,5195.7695,865.9615833,,,,,
2025-01-01,98,2025-01-01 16:10:00,2025-01-01 16:20:00,6399.4586,968.2219,1.0518,1066.576433,161.3703167,5431.2367,905.2061167,,,,,
2025-01-01,99,2025-01-01 16:20:00,2025-01-01 16:30:00,6292.15,706.6125,1.0918,1048.691667,117.76875,5585.5375,930.9229167,,,,,
2025-01-01,100,2025-01-01 16:30:00,2025-01-01 16:40:00,6236.9153,440.4383,1.0866,1039.485883,73.40638333,5796.477,966.0795,,,,,
2025-01-01,101,2025-01-01 16:40:00,2025-01-01 16:50:00,6299.9437,180.885,1.1196,1049.990617,30.1475,6119.0587,1019.843117,,,,,
2025-01-01,102,2025-01-01 16:50:00,2025-01-01 17:00:00,6389.06,2.9625,1.1821,1064.843333,0.49375,6386.0975,1064.349583,,,,,
2025-01-01,103,2025-01-01 17:00:00,2025-01-01 17:10:00,6325.1833,0,1.1719,1054.197217,0,6325.1833,1054.197217,,,,,
2025-01-01,104,2025-01-01 17:10:00,2025-01-01 17:20:00,6169.4734,5.9578,1.1271,1028.245567,0.9929666667,6163.5156,1027.2526,,,,,
2025-01-01,105,2025-01-01 17:20:00,2025-01-01 17:30:00,6191.99,0,1.1001,1031.998333,0,6191.99,1031.998333,,,,,
2025-01-01,106,2025-01-01 17:30:00,2025-01-01 17:40:00,6464.5067,0,1.1206,1077.417783,0,6464.5067,1077.417783,,,,,
2025-01-01,107,2025-01-01 17:40:00,2025-01-01 17:50:00,5764.0309,0.4277,1.2125,960.6718167,0.07128333333,5763.6032,960.6005333,,,,,
2025-01-01,108,2025-01-01 17:50:00,2025-01-01 18:00:00,4529.45,0,1.3246,754.9083333,0,4529.45,754.9083333,,,,,
2025-01-01,109,2025-01-01 18:00:00,2025-01-01 18:10:00,4490.5328,0,1.3543,748.4221333,0,4490.5328,748.4221333,,,,,
2025-01-01,110,2025-01-01 18:10:00,2025-01-01 18:20:00,4644.0206,0.0307,1.2951,774.0034333,0.005116666667,4643.9899,773.9983167,,,,,
2025-01-01,111,2025-01-01 18:20:00,2025-01-01 18:30:00,4469.21,0,1.2214,744.8683333,0,4469.21,744.8683333,,,,,
2025-01-01,112,2025-01-01 18:30:00,2025-01-01 18:40:00,4470.465,0,1.2363,745.0775,0,4470.465,745.0775,,,,,
2025-01-01,113,2025-01-01 18:40:00,2025-01-01 18:50:00,4510.8756,0.0022,1.3339,751.8126,0.0003666666667,4510.8734,751.8122333,,,,,
2025-01-01,114,2025-01-01 18:50:00,2025-01-01 19:00:00,4486.17,0,1.4613,747.695,0,4486.17,747.695,,,,,
2025-01-01,115,2025-01-01 19:00:00,2025-01-01 19:10:00,4471.7293,0,1.5521,745.2882167,0,4471.7293,745.2882167,,,,,
2025-01-01,116,2025-01-01 19:10:00,2025-01-01 19:20:00,4439.8235,0,1.5622,739.9705833,0,4439.8235,739.9705833,,,,,
2025-01-01,117,2025-01-01 19:20:00,2025-01-01 19:30:00,4387.19,0,1.5218,731.1983333,0,4387.19,731.1983333,,,,,
2025-01-01,118,2025-01-01 19:30:00,2025-01-01 19:40:00,4347.9765,0,1.5047,724.66275,0,4347.9765,724.66275,,,,,
2025-01-01,119,2025-01-01 19:40:00,2025-01-01 19:50:00,4300.6345,0,1.4843,716.7724167,0,4300.6345,716.7724167,,,,,
2025-01-01,120,2025-01-01 19:50:00,2025-01-01 20:00:00,4315.99,0,1.4695,719.3316667,0,4315.99,719.3316667,,,,,
2025-01-01,121,2025-01-01 20:00:00,2025-01-01 20:10:00,4483.2744,0,1.4993,747.2124,0,4483.2744,747.2124,,,,,
2025-01-01,122,2025-01-01 20:10:00,2025-01-01 20:20:00,4551.706,0,1.4946,758.6176667,0,4551.706,758.6176667,,,,,
2025-01-01,123,2025-01-01 20:20:00,2025-01-01 20:30:00,4499.8,0,1.5029,749.9666667,0,4499.8,749.9666667,,,,,
2025-01-01,124,2025-01-01 20:30:00,2025-01-01 20:40:00,4535.0935,0,1.5993,755.8489167,0,4535.0935,755.8489167,,,,,
2025-01-01,125,2025-01-01 20:40:00,2025-01-01 20:50:00,4528.916,0,1.3716,754.8193333,0,4528.916,754.8193333,,,,,
2025-01-01,126,2025-01-01 20:50:00,2025-01-01 21:00:00,4483.51,0,0.9601,747.2516667,0,4483.51,747.2516667,,,,,
2025-01-01,127,2025-01-01 21:00:00,2025-01-01 21:10:00,4548.2302,0,0.9485,758.0383667,0,4548.2302,758.0383667,,,,,
2025-01-01,128,2025-01-01 21:10:00,2025-01-01 21:20:00,4595.6841,0,1.0064,765.94735,0,4595.6841,765.94735,,,,,
2025-01-01,129,2025-01-01 21:20:00,2025-01-01 21:30:00,4620.9,0,0.9622,770.15,0,4620.9,770.15,,,,,
2025-01-01,130,2025-01-01 21:30:00,2025-01-01 21:40:00,4653.7148,0,0.947,775.6191333,0,4653.7148,775.6191333,,,,,
2025-01-01,131,2025-01-01 21:40:00,2025-01-01 21:50:00,4131.9845,0,0.7428,688.6640833,0,4131.9845,688.6640833,,,,,
2025-01-01,132,2025-01-01 21:50:00,2025-01-01 22:00:00,3363,0,0.4482,560.5,0,3363,560.5,,,,,
2025-01-01,133,2025-01-01 22:00:00,2025-01-01 22:10:00,3305.7588,0,0.4243,550.9598,0,3305.7588,550.9598,,,,,
2025-01-01,134,2025-01-01 22:10:00,2025-01-01 22:20:00,3470.932,0,0.4595,578.4886667,0,3470.932,578.4886667,,,,,
2025-01-01,135,2025-01-01 22:20:00,2025-01-01 22:30:00,3521.37,0,0.4384,586.895,0,3521.37,586.895,,,,,
2025-01-01,136,2025-01-01 22:30:00,2025-01-01 22:40:00,3561.5279,0,0.4506,593.5879833,0,3561.5279,593.5879833,,,,,
2025-01-01,137,2025-01-01 22:40:00,2025-01-01 22:50:00,3386.068,0,0.4362,564.3446667,0,3386.068,564.3446667,,,,,
2025-01-01,138,2025-01-01 22:50:00,2025-01-01 23:00:00,3289.99,0,0.4111,548.3316667,0,3289.99,548.3316667,,,,,
2025-01-01,139,2025-01-01 23:00:00,2025-01-01 23:10:00,3774.2552,0,0.459,629.0425333,0,3774.2552,629.0425333,,,,,
2025-01-01,140,2025-01-01 23:10:00,2025-01-01 23:20:00,3883.62,0,0.4759,647.27,0,3883.62,647.27,,,,,
2025-01-01,141,2025-01-01 23:20:00,2025-01-01 23:30:00,3525.14,0,0.4314,587.5233333,0,3525.14,587.5233333,,,,,
2025-01-01,142,2025-01-01 23:30:00,2025-01-01 23:40:00,3553.5909,0,0.4038,592.26515,0,3553.5909,592.26515,,,,,
2025-01-01,143,2025-01-01 23:40:00,2025-01-01 23:50:00,3697.1141,0,0.4179,616.1856833,0,3697.1141,616.1856833,,,,,
2025-01-01,144,2025-01-01 23:50:00,2025-01-02 00:00:00,3696.7,0,0.4284,616.1166667,0,3696.7,616.1166667,,,,,
2025-01-02,1,2025-01-02 00:00:00,2025-01-02 00:10:00,3622.5509,0,0.3809,603.7584833,0,3622.5509,603.7584833,0,,3529.7296,,
2025-01-02,2,2025-01-02 00:10:00,2025-01-02 00:20:00,3622.7611,0,0.3964,603.7935167,0,3622.7611,603.7935167,0,,3609.5287,,
2025-01-02,3,2025-01-02 00:20:00,2025-01-02 00:30:00,3708.23,0,0.4654,618.0383333,0,3708.23,618.0383333,0,,3726.56,,
2025-01-02,4,2025-01-02 00:30:00,2025-01-02 00:40:00,3750.5226,0,0.4542,625.0871,0,3750.5226,625.0871,0,,3510.6311,,
2025-01-02,5,2025-01-02 00:40:00,2025-01-02 00:50:00,3684.9038,0,0.4299,614.1506333,0,3684.9038,614.1506333,0,,3502.5625,,
2025-01-02,6,2025-01-02 00:50:00,2025-01-02 01:00:00,3644.14,0,0.4477,607.3566667,0,3644.14,607.3566667,0,,3787.01,,
2025-01-02,7,2025-01-02 01:00:00,2025-01-02 01:10:00,3809.298,0,0.4859,634.883,0,3809.298,634.883,0,,3900.3205,,
2025-01-02,8,2025-01-02 01:10:00,2025-01-02 01:20:00,3855.1226,0,0.4752,642.5204333,0,3855.1226,642.5204333,0,,3916.8376,,
2025-01-02,9,2025-01-02 01:20:00,2025-01-02 01:30:00,3783.78,0,0.4348,630.63,0,3783.78,630.63,0,,3817.28,,
2025-01-02,10,2025-01-02 01:30:00,2025-01-02 01:40:00,3907.3849,0,0.4513,651.2308167,0,3907.3849,651.2308167,0,,3533.0136,,
2025-01-02,11,2025-01-02 01:40:00,2025-01-02 01:50:00,3968.2398,0,0.4853,661.3733,0,3968.2398,661.3733,0,,3694.6613,,
2025-01-02,12,2025-01-02 01:50:00,2025-01-02 02:00:00,3886.77,0,0.4864,647.795,0,3886.77,647.795,0,,4064.73,,
2025-01-02,13,2025-01-02 02:00:00,2025-01-02 02:10:00,3865.3901,0,0.4444,644.2316833,0,3865.3901,644.2316833,0,,3810.671,,
2025-01-02,14,2025-01-02 02:10:00,2025-01-02 02:20:00,3931.6861,0,0.4217,655.2810167,0,3931.6861,655.2810167,0,,3844.9495,,
2025-01-02,15,2025-01-02 02:20:00,2025-01-02 02:30:00,4055.98,0,0.4443,675.9966667,0,4055.98,675.9966667,0,,4234.62,,
2025-01-02,16,2025-01-02 02:30:00,2025-01-02 02:40:00,4164.982,0,0.4757,694.1636667,0,4164.982,694.1636667,0,,4109.9755,,
2025-01-02,17,2025-01-02 02:40:00,2025-01-02 02:50:00,4067.4326,0,0.4517,677.9054333,0,4067.4326,677.9054333,0,,3996.8945,,
2025-01-02,18,2025-01-02 02:50:00,2025-01-02 03:00:00,3919.44,0,0.4249,653.24,0,3919.44,653.24,0,,4102.19,,
2025-01-02,19,2025-01-02 03:00:00,2025-01-02 03:10:00,4068.323,0,0.5053,678.0538333,0,4068.323,678.0538333,0,,4086.0577,,
2025-01-02,20,2025-01-02 03:10:00,2025-01-02 03:20:00,4140.4792,0,0.5471,690.0798667,0,4140.4792,690.0798667,0,,4133.7626,,
2025-01-02,21,2025-01-02 03:20:00,2025-01-02 03:30:00,4061.12,0,0.5103,676.8533333,0,4061.12,676.8533333,0,,4179.18,,
2025-01-02,22,2025-01-02 03:30:00,2025-01-02 03:40:00,4138.7041,0,0.5009,689.7840167,0,4138.7041,689.7840167,0,,3953.3711,,
2025-01-02,23,2025-01-02 03:40:00,2025-01-02 03:50:00,4283.3011,0,0.5244,713.8835167,0,4283.3011,713.8835167,0,,3910.7496,,
2025-01-02,24,2025-01-02 03:50:00,2025-01-02 04:00:00,4330.98,0,0.548,721.83,0,4330.98,721.83,0,,4099.31,,
2025-01-02,25,2025-01-02 04:00:00,2025-01-02 04:10:00,4225.1585,0,0.5374,704.1930833,0,4225.1585,704.1930833,0,,4123.8623,,
2025-01-02,26,2025-01-02 04:10:00,2025-01-02 04:20:00,4201.989,0,0.4983,700.3315,0,4201.989,700.3315,0,,4169.0068,,
2025-01-02,27,2025-01-02 04:20:00,2025-01-02 04:30:00,4273.9,0,0.4835,712.3166667,0,4273.9,712.3166667,0,,4260.24,,
2025-01-02,28,2025-01-02 04:30:00,2025-01-02 04:40:00,4219.0352,0,0.539,703.1725333,0,4219.0352,703.1725333,0,,4217.2222,,
2025-01-02,29,2025-01-02 04:40:00,2025-01-02 04:50:00,4069.3885,0,0.5404,678.2314167,0,4069.3885,678.2314167,0,,4261.857,,
2025-01-02,30,2025-01-02 04:50:00,2025-01-02 05:00:00,4030.95,0,0.4883,671.825,0,4030.95,671.825,0,,4341.9,,
2025-01-02,31,2025-01-02 05:00:00,2025-01-02 05:10:00,4262.9553,0.0022,0.5077,710.49255,0.0003666666667,4262.9531,710.4921833,0.0021,,4208.2208,,
2025-01-02,32,2025-01-02 05:10:00,2025-01-02 05:20:00,4330.5086,0,0.5513,721.7514333,0,4330.5086,721.7514333,0,,4302.1233,,
2025-01-02,33,2025-01-02 05:20:00,2025-01-02 05:30:00,4149.13,0,0.528,691.5216667,0,4149.13,691.5216667,0,,4456.59,,
2025-01-02,34,2025-01-02 05:30:00,2025-01-02 05:40:00,4130.3346,0.0307,0.4409,688.3891,0.005116666667,4130.3039,688.3839833,0.0299,,4148.637,,
2025-01-02,35,2025-01-02 05:40:00,2025-01-02 05:50:00,4641.7286,0,0.6417,773.6214333,0,4641.7286,773.6214333,0,,4498.1333,,
2025-01-02,36,2025-01-02 05:50:00,2025-01-02 06:00:00,5411.59,0,1.0168,901.9316667,0,5411.59,901.9316667,0,,5369.38,,
2025-01-02,37,2025-01-02 06:00:00,2025-01-02 06:10:00,5738.8011,0.4279,1.0773,956.46685,0.07131666667,5738.3732,956.3955333,0.4169,,5440.8991,,
2025-01-02,38,2025-01-02 06:10:00,2025-01-02 06:20:00,5695.3891,0,1.0353,949.2315167,0,5695.3891,949.2315167,0,,5316.893,,
