date,slot,timestamp,price_yuan_per_kwh,load_forecast_kw,pv_forecast_kw,planned_grid_kw,charge_kw,discharge_kw,planned_charge_limit_kw,planned_discharge_limit_kw,storage_start_kwh,storage_end_kwh,expected_emergency_kw,expected_spill_kw,expected_planned_grid_used_kw,expected_unused_planned_grid_kw,planned_grid_kwh,charge_kwh,discharge_kwh,expected_emergency_kwh,expected_spill_kwh,expected_planned_grid_used_kwh,expected_unused_planned_grid_kwh,actual_load_kw,actual_pv_kw,actual_charge_kw,actual_discharge_kw,actual_storage_start_kwh,actual_storage_end_kwh,realized_planned_grid_used_kw,realized_unused_planned_grid_kw,realized_emergency_kw,realized_pv_spill_kw,actual_charge_kwh,actual_discharge_kwh,realized_planned_grid_used_kwh,realized_unused_planned_grid_kwh,realized_emergency_kwh,realized_pv_spill_kwh,realized_emergency_cost_yuan
2025-02-01,11,2025-02-01 01:50:00,0.4333,3034.1367,0,3127.787598,0,0,0,0,10050,10050,12.85627441,0,3045.662358,82.12523926,521.2979329,0,0,2.142712402,0,507.6103931,13.68753988,2688.1558,0,0,0,10050,10050,2688.1558,439.6317977,0,0,0,0,448.0259667,73.27196628,0,0,0
2025-02-01,12,2025-02-01 02:00:00,0.4311,2927.02,0,3235,0,0,0,0,10050,10050,11.88719238,0,2985.20481,249.7951904,539.1666667,0,0,1.98119873,0,497.5341349,41.63253174,2384.42,0,0,0,10050,10050,2384.42,850.58,0,0,0,0,397.4033333,141.7633333,0,0,0
2025-02-01,13,2025-02-01 02:10:00,0.4293,3011.4346,0,3115.570312,0,0,0,0,10050,10050,17.18312012,0,2962.884712,152.6856006,519.2617188,0,0,2.863853353,0,493.8141187,25.4476001,2604.5438,0,0,0,10050,10050,2604.5438,511.0265125,0,0,0,0,434.0906333,85.17108542,0,0,0
2025-02-01,14,2025-02-01 02:20:00,0.4324,3089.5616,0,3267.318848,0,0,0,0,10050,10050,9.657104492,0,3015.277871,252.0409766,544.5531413,0,0,1.609517415,0,502.5463118,42.00682943,2943.3655,0,0,0,10050,10050,2943.3655,323.9533477,0,0,0,0,490.5609167,53.99222461,0,0,0
2025-02-01,15,2025-02-01 02:30:00,0.4367,3045.26,0,3200.719971,0,0,0,0,10050,10050,7.650610352,0,3027.475571,173.2443994,533.4533285,0,0,1.275101725,0,504.5792619,28.87406657,3019.32,0,0,0,10050,10050,3019.32,181.3999707,0,0,0,0,503.22,30.23332845,0,0,0
2025-02-01,16,2025-02-01 02:40:00,0.4348,2987.7561,0,3063.298828,0,0,0,0,10050,10050,18.54102539,0,2916.347412,146.951416,510.5498047,0,0,3.090170898,0,486.057902,24.49190267,2844.4369,0,0,0,10050,10050,2844.4369,218.8619281,0,0,0,0,474.0728167,36.47698802,0,0,0
2025-02-01,17,2025-02-01 02:50:00,0.4335,3006.3681,0,3156.078613,0,0,0,0,10050,10050,22.5935791,0,2942.524009,213.5546045,526.0131022,0,0,3.765596517,0,490.4206681,35.59243408,2768.3064,0,0,0,10050,10050,2768.3064,387.7722133,0,0,0,0,461.3844,64.62870221,0,0,0
2025-02-01,18,2025-02-01 03:00:00,0.4357,3084.35,0,3362.110107,0,0,0,0,10050,10050,11.58138672,0,3113.772212,248.3378955,560.3516846,0,0,1.93023112,0,518.9620353,41.38964925,2861.65,0,0,0,10050,10050,2861.65,500.4601074,0,0,0,0,476.9416667,83.4100179,0,0,0
2025-02-01,19,2025-02-01 03:10:00,0.4374,3126.3068,0,3300.499512,0,0,0,0,10050,10050,5.088427734,0,3159.683525,140.8159863,550.083252,0,0,0.8480712891,0,526.6139209,23.46933105,2900.3973,0,0,0,10050,10050,2900.3973,400.1022117,0,0,0,0,483.39955,66.68370195,0,0,0
2025-02-01,20,2025-02-01 03:20:00,0.4371,3116.9757,0,3246.158203,0,0,0,0,10050,10050,7.04543457,0,3107.370605,138.7875977,541.0263672,0,0,1.174239095,0,517.8951009,23.13126628,2919.6115,0,0,0,10050,10050,2919.6115,326.5467031,0,0,0,0,486.6019167,54.42445052,0,0,0
2025-02-01,21,2025-02-01 03:30:00,0.4356,3072.66,0,3270.149902,0,0,0,0,10050,10050,7.639614258,0,3038.362959,231.7869434,545.0249837,0,0,1.273269043,0,506.3938265,38.63115723,2993.09,0,0,0,10050,10050,2993.09,277.0599023,0,0,0,0,498.8483333,46.17665039,0,0,0
2025-02-01,22,2025-02-01 03:40:00,0.4353,3032.6936,0,3150.372559,0,0,0,0,10050,10050,20.36791992,0,2980.392632,169.9799268,525.0620931,0,0,3.39465332,0,496.7321053,28.32998779,3109.8584,0,0,0,10050,10050,3109.8584,40.51415859,0,0,0,0,518.3097333,6.752359766,0,0,0
2025-02-01,23,2025-02-01 03:50:00,0.436,3080.0636,0,3194.322021,0,0,0,0,10050,10050,16.40054687,0,3010.641655,183.6803662,532.3870036,0,0,2.733424479,0,501.7736092,30.61339437,3054.8008,0,0,0,10050,10050,3054.8008,139.5212215,0,0,0,0,509.1334667,23.25353691,0,0,0
2025-02-01,24,2025-02-01 04:00:00,0.4378,3156.82,0,3257.5,0,0,0,0,10050,10050,19.33719238,0,3060.059194,197.4408057,542.9166667,0,0,3.222865397,0,510.0098657,32.90680094,2901.7,0,0,0,10050,10050,2901.7,355.8,0,0,0,0,483.6166667,59.3,0,0,0
2025-02-01,25,2025-02-01 04:10:00,0.4401,3125.5784,0,3250,0,0,0,0,10050,10050,14.67726074,0,3055.227905,194.7720947,541.6666667,0,0,2.446210124,0,509.2046509,32.46201579,2947.1208,0,0,0,10050,10050,2947.1208,302.8792,0,0,0,0,491.1868,50.47986667,0,0,0
2025-02-01,26,2025-02-01 04:20:00,0.4389,3130.4829,0,3303.759521,0,0,0,0,10050,10050,8.842929687,0,3108.525195,195.2343262,550.6265869,0,0,1.473821615,0,518.0875326,32.53905436,3027.8717,0,0,0,10050,10050,3027.8717,275.8878215,0,0,0,0,504.6452833,45.98130358,0,0,0
2025-02-01,27,2025-02-01 04:30:00,0.4364,3213.03,0,3432.459961,0,0,0,0,10050,10050,5.488999023,0,3223.603394,208.8565674,572.0766602,0,0,0.9148331706,0,537.2672323,34.8094279,3033.47,0,0,0,10050,10050,3033.47,398.9899609,0,0,0,0,505.5783333,66.49832682,0,0,0
2025-02-01,28,2025-02-01 04:40:00,0.4393,3270.1602,0,3391.046143,0,0,0,0,10050,10050,33.06049316,0,3249.586294,141.4598486,565.1743571,0,0,5.510082194,0,541.5977157,23.57664144,3019.3858,0,0,0,10050,10050,3019.3858,371.6603426,0,0,0,0,503.2309667,61.94339043,0,0,0
2025-02-01,29,2025-02-01 04:50:00,0.4422,3315.7504,0.00138571,3476.920293,0,0,0,0,10050,10050,6.179322805,0,3285.410752,191.5095412,579.4867155,0,0,1.029887134,0,547.5684587,31.91825687,3017.0819,0.0014,0,0,10050,10050,3017.0805,459.8397931,0,0,0,0,502.84675,76.63996552,0,0,0
2025-02-01,30,2025-02-01 05:00:00,0.4395,3312.33,0,3394.659912,0,0,0,0,10050,10050,16.47181641,0,3244.254219,150.4056934,565.776652,0,0,2.745302734,0,540.7090365,25.06761556,2997.85,0,0,0,10050,10050,2997.85,396.8099121,0,0,0,0,499.6416667,66.13498535,0,0,0
2025-02-01,31,2025-02-01 05:10:00,0.4333,3207.5332,0,3323.512695,0,0,0,0,10050,10050,12.71444336,0,3181.604487,141.908208,553.9187826,0,0,2.119073893,0,530.2674146,23.651368,2932.7015,0,0,0,10050,10050,2932.7015,390.8111953,0,0,0,0,488.7835833,65.13519922,0,0,0
2025-02-01,32,2025-02-01 05:20:00,0.4439,3209.2912,0.01958571,3398.44892,0,0,0,0,10050,10050,18.46782508,0,3243.287274,155.1616464,566.4081534,0,0,3.077970846,0,540.547879,25.8602744,2991.1125,0.0199,0,0,10050,10050,2991.0926,407.3563201,0,0,0,0,498.5154333,67.89272002,0,0,0
2025-02-01,33,2025-02-01 05:30:00,0.4301,3361.11,0,3569.540039,0,0,0,0,10050,10050,11.67759277,0,3412.334814,157.2052246,594.9233398,0,0,1.946265462,0,568.7224691,26.20087077,3175.34,0,0,0,10050,10050,3175.34,394.2000391,0,0,0,0,529.2233333,65.70000651,0,0,0
2025-02-01,34,2025-02-01 05:40:00,0.3713,3477.1944,0,8637.201172,5000,0,5000,0,10050,10800,15.82314941,0,8425.572568,211.6286035,1439.533529,833.3333333,0,2.637191569,0,1404.262095,35.27143392,3284.4619,0,5000,0,10050,10800,8284.4619,352.7392719,0,0,833.3333333,0,1380.74365,58.78987865,0,0,0
2025-02-01,35,2025-02-01 05:50:00,0.5708,3389.6322,0.27258571,3460.700009,0,0,0,0,10800,10800,21.66657407,0,3259.657476,201.0425331,576.7833348,0,0,3.611095678,0,543.2762459,33.50708885,3187.3644,0.2774,0,0,10800,10800,3187.087,273.6130086,0,0,0,0,531.1811667,45.6021681,0,0,0
2025-02-01,36,2025-02-01 06:00:00,0.9099,3243.73,0,390.1999512,0,2845.340088,0,2845.340088,10800,10273.08517,36.53699219,0,275.839917,114.3600342,65.0333252,0,474.223348,6.089498698,0,45.9733195,19.0600057,3065.9,0,0,2845.340088,10800,10273.08517,220.5599121,169.6400391,0,0,0,474.223348,36.75998535,28.27333984,0,0,0
2025-02-01,37,2025-02-01 06:10:00,0.9368,3336.766,0,374.3457031,0,3070.902344,0,3070.902344,10273.08517,9704.39955,3.582602539,0,236.2634473,138.0822559,62.39095052,0,511.8170573,0.5971004232,0,39.37724121,23.01370931,3211.1231,0,0,3070.902344,10273.08517,9704.39955,140.2207562,234.1249469,0,0,0,511.8170573,23.37012604,39.02082448,0,0,0
2025-02-01,38,2025-02-01 06:20:00,0.8758,3366.626,3.79671429,507.1634326,0,2977.233398,0,2977.233398,9704.39955,9153.060031,16.51482553,0.1156725693,355.8581348,151.3052978,84.52723877,0,496.2055664,2.752470921,0.01927876155,59.30968913,25.21754964,3203.9961,3.8641,0,2977.233398,9704.39955,9153.060031,222.8986016,284.264831,0,0,0,496.2055664,37.14976693,47.37747184,0,0,0
2025-02-01,39,2025-02-01 06:30:00,0.8759,3278.07,0,340.8300781,0,3015.449951,0,3015.449951,9153.060031,8594.643374,8.138999023,0,216.1828418,124.6472363,56.80501302,0,502.5749919,1.356499837,0,36.03047363,20.77453939,3027.12,0,0,3015.449951,9153.060031,8594.643374,11.67004883,329.1600293,0,0,0,502.5749919,1.945008138,54.86000488,0,0,0
2025-02-01,40,2025-02-01 06:40:00,0.8601,3360.0772,0,427.3789062,0,3008.077148,0,3008.077148,8594.643374,8037.59205,12.93230957,0,312.8840723,114.494834,71.22981771,0,501.3461914,2.155384928,0,52.14734538,19.08247233,3117.3221,0,0,3008.077148,8594.643374,8037.59205,109.2449516,318.1339547,0,0,0,501.3461914,18.20749193,53.02232578,0,0,0
2025-02-01,41,2025-02-01 06:50:00,0.8442,3665.4689,63.51447143,267.6120911,0,3371.321289,0,3371.321289,8037.59205,7413.273293,26.39133362,10.9396463,190.9250789,76.68701218,44.60201518,0,561.8868815,4.398555603,1.823274384,31.82084648,12.7811687,3398.49,89.6095,0,3308.8805,8037.59205,7424.836402,0,267.6120911,0,-0,0,551.4800833,0,44.60201518,0,-0,0
2025-02-01,42,2025-02-01 07:00:00,0.8334,3894.99,276.2946429,72.4949646,0,3660,0,3660,7413.273293,6735.495515,6.155256348,133.1847113,20.8044104,51.6905542,12.0824941,0,610,1.025876058,22.19745188,3.467401733,8.615092367,3652.75,340.5,0,3312.25,7424.836402,6811.456772,0,72.4949646,0,-0,0,552.0416667,0,12.0824941,0,-0,0
2025-02-01,43,2025-02-01 07:10:00,0.8092,3712.6548,526.4081429,0.2509765625,0,3329.77832,0,3329.77832,6735.495515,6118.8699,6.776828613,232.526012,0.05521484375,0.1957617188,0.04182942708,0,554.9630534,1.129471436,38.75433533,0.009202473958,0.03262695312,3703.2843,615.936,0,3087.3483,6811.456772,6239.725606,0,0.2509765625,0,-0,0,514.55805,0,0.04182942708,0,-0,0
2025-02-01,44,2025-02-01 07:20:00,0.7972,3753.1081,793.8069429,-0,0,3164.098755,0,3164.098755,6118.8699,5532.925686,8.56795166,299.3687927,0,0,-0,0,527.3497925,1.427991943,49.89479879,0,0,3572.3788,884.9275,0,2687.4513,6239.725606,5742.049439,-0,0,0,-0,0,447.90855,-0,0,0,-0,0
2025-02-01,45,2025-02-01 07:30:00,0.7644,4054.89,1073.373214,-0,0,3217.8927,0,3217.8927,5532.925686,4937.019631,7.204099121,328.0085767,0,0,-0,0,536.31545,1.200683187,54.66809611,0,0,3477.22,1140.675,0,2336.545,5742.049439,5309.35592,-0,0,0,-0,0,389.4241667,-0,0,0,-0,0
2025-02-01,46,2025-02-01 07:40:00,0.6899,4015.2966,1358.223243,-0,0,2883.48938,0,2883.48938,4937.019631,4403.040116,21.19282227,316.4777515,0,0,-0,0,480.5815633,3.532137044,52.74629191,0,0,3654.0022,1388.0797,0,2265.9225,5309.35592,4889.740643,-0,0,0,-0,0,377.65375,-0,0,0,-0,0
2025-02-01,47,2025-02-01 07:50:00,0.86,3827.522,1651.332743,0,0,2304.248291,0,2304.248291,4403.040116,3976.327469,29.53864014,193.5179443,0,0,0,0,384.0413818,4.923106689,32.25299072,0,0,3841.4201,1674.452,0,2166.9681,4889.740643,4488.450254,0,0,0,-0,0,361.16135,0,0,0,-0,0
2025-02-01,48,2025-02-01 08:00:00,1.1617,3736.9,1954.146429,0,0,2071.512573,0,2071.512573,3976.327469,3592.71403,0,309.8561938,0,0,0,0,345.2520955,0,51.64269897,0,0,3803.65,2004.1125,0,1799.5375,4488.450254,4155.202569,0,0,0,-0,0,299.9229167,0,0,0,-0,0
2025-02-01,49,2025-02-01 08:10:00,1.1683,3788.9,2260.784029,0,0,1692.625244,0,1692.625244,3592.71403,3279.264911,11.56875,246.7583936,0,0,0,0,282.1042074,1.928125,41.12639893,0,0,3545.4639,2332.1065,0,1213.3574,4155.202569,3930.506754,0,0,0,-0,0,202.2262333,0,0,0,-0,0
2025-02-01,50,2025-02-01 08:20:00,1.0956,3858.0465,2553.7723,0,0,1464.947021,0,1464.947021,3279.264911,3007.978425,15.07179199,301.2582422,0,0,0,0,244.1578369,2.511965332,50.20970703,0,0,3411.349,2632.5934,0,778.7556,3930.506754,3786.292754,0,0,0,-0,0,129.7926,0,0,0,-0,0
2025-02-01,51,2025-02-01 08:30:00,1.0849,3872.56,2847.771429,0,0,1147.05249,0,1147.05249,3007.978425,2795.561297,13.19935547,263.3900244,0,0,0,0,191.175415,2.199892578,43.8983374,0,0,3445.37,2927.6625,0,517.7075,3786.292754,3690.420995,0,0,0,-0,0,86.28458333,0,0,0,-0,0
2025-02-01,52,2025-02-01 08:40:00,1.061,3877.6081,3171.9197,0,0,917.1862793,0,917.1862793,2795.561297,2625.711986,4.300058594,294.0921436,0,0,0,0,152.8643799,0.7166764323,49.01535726,0,0,3467.1139,3251.299,0,215.8149,3690.420995,3650.455272,0,0,0,-0,0,35.96915,0,0,0,-0,0
2025-02-01,53,2025-02-01 08:50:00,1.043,4000.7483,3475.675114,0,0,728.0559082,0,728.0559082,2625.711986,2490.886818,9.901767578,301.456499,0,0,0,0,121.3426514,1.650294596,50.24274984,0,0,3894.4802,3519.7566,0,374.7236,3650.455272,3581.062013,0,0,0,-0,0,62.45393333,0,0,0,-0,0
2025-02-01,54,2025-02-01 09:00:00,1.036,4240.59,3741.7875,0,0,766.4477539,0,766.4477539,2490.886818,2348.952049,6.323813477,399.9712695,0,0,0,0,127.7412923,1.053968913,66.66187826,0,0,4422.76,3731.7,0,691.06,3581.062013,3453.087939,0,0,0,-0,0,115.1766667,0,0,0,-0,0
2025-02-01,55,2025-02-01 09:10:00,1.0147,4437.5166,4007.319386,0,0,689.7678223,0,689.7678223,2348.952049,2221.217267,18.8676709,336.4422266,0,0,0,0,114.9613037,3.144611816,56.07370443,0,0,4267.5205,3992.5758,0,274.9447,3453.087939,3402.172254,0,0,0,-0,0,45.82411667,0,0,0,-0,0
2025-02-01,56,2025-02-01 09:20:00,0.9922,4407.4568,4308.694643,0,0,276.4238281,0,276.4238281,2221.217267,2170.027669,24.27248047,234.9373535,0,0,0,0,46.07063802,4.045413411,39.15622559,0,0,4190.1702,4378.3332,0,0,3402.172254,3402.172254,0,0,0,188.163,0,0,0,0,0,31.3605,0
2025-02-01,57,2025-02-01 09:30:00,0.97,4290.19,4601.844643,0,0,0,0,0,2170.027669,2170.027669,8.414990234,389.2224658,0,0,0,0,0,1.402498372,64.87041097,0,0,4418.32,4788.525,0,0,3402.172254,3402.172254,0,0,0,370.205,0,0,0,0,0,61.70083333,0
2025-02-01,58,2025-02-01 09:40:00,0.9422,4408.5137,4806.5281,0,0,0,0,0,2170.027669,2170.027669,12.2984375,450.5842871,0,0,0,0,0,2.049739583,75.09738118,0,0,4399.2754,5029.9241,0,0,3402.172254,3402.172254,0,0,0,630.6487,0,0,0,0,0,105.1081167,0
2025-02-01,59,2025-02-01 09:50:00,0.9569,4513.921,5012.683443,0,251.3613281,0,251.3613281,0,2170.027669,2207.731868,13.15907227,307.1655469,0,0,0,41.89355469,0,2.193178711,51.19425781,0,0,4182.7342,5203.9177,251.3613281,0,3402.172254,3439.876453,0,0,0,769.8221719,41.89355469,0,0,0,0,128.3036953,0
2025-02-01,60,2025-02-01 10:00:00,0.9977,4437.97,5260.291071,0,559.6762695,0,559.6762695,0,2207.731868,2291.683309,4.898623047,380.3704395,0,0,0,93.27937826,0,0.8164371745,63.39507324,0,0,4071.53,5364.1125,559.6762695,0,3439.876453,3523.827893,0,0,0,732.9062305,93.27937826,0,0,0,0,122.1510384,0
2025-02-01,61,2025-02-01 10:10:00,0.9919,4286.0237,5504.985514,0,1108.60791,0,1108.60791,0,2291.683309,2457.974495,13.82875977,272.8392773,0,0,0,184.767985,0,2.304793294,45.47321289,0,0,4268.5932,5471.099,1108.60791,0,3523.827893,3690.11908,0,0,0,93.89788984,184.767985,0,0,0,0,15.64964831,0
2025-02-01,62,2025-02-01 10:20:00,0.9588,4334.2227,5736.248729,0,1149.96582,0,1149.96582,0,2457.974495,2630.469368,6.768916016,401.2558887,0,0,0,191.6609701,0,1.128152669,66.87598145,0,0,4240.2423,5601.7634,1149.96582,0,3690.11908,3862.613953,0,0,0,211.5552797,191.6609701,0,0,0,0,35.25921328,0
2025-02-01,63,2025-02-01 10:30:00,0.9549,4479.23,5901.026786,0,1061.635254,0,1061.635254,0,2630.469368,2789.714657,0.9206445313,483.0553906,0,0,0,176.939209,0,0.1534407552,80.50923177,0,0,4001.96,5755.3125,1061.635254,0,3862.613953,4021.859241,0,0,0,691.7172461,176.939209,0,0,0,0,115.2862077,0
2025-02-01,64,2025-02-01 10:40:00,0.9839,4368.0102,5942.204443,0,1330.253418,0,1330.253418,0,2789.714657,2989.252669,1.389453125,367.8235156,0,0,0,221.708903,0,0.2315755208,61.30391927,0,0,4072.3226,5878.849,1330.253418,0,4021.859241,4221.397254,0,0,0,476.272982,221.708903,0,0,0,0,79.37883034,0
2025-02-01,65,2025-02-01 10:50:00,0.799,4310.2467,5989.716529,0,1557.891357,0,1557.891357,0,2989.252669,3222.936373,12.40765137,268.8935059,0,0,0,259.6485596,0,2.067941895,44.81558431,0,0,4068.783,6128.0874,1557.891357,0,4221.397254,4455.080957,0,0,0,501.4130426,259.6485596,0,0,0,0,83.56884043,0
2025-02-01,66,2025-02-01 11:00:00,0.5025,4394.17,6111.6375,-0,1584.381836,0,1584.381836,0,3222.936373,3460.593648,26.15662109,292.7990674,0,0,-0,264.0636393,0,4.359436849,48.79984456,0,0,3917.55,6361.65,1584.381836,0,4455.080957,4692.738233,-0,0,0,859.7181641,264.0636393,0,-0,0,0,143.2863607,0
2025-02-01,67,2025-02-01 11:10:00,0.4662,4369.3618,6244.846743,720.7871094,2437.414062,0,2437.414062,0,3460.593648,3826.205758,42.60516602,12.32331055,428.6822656,292.1048437,120.1311849,406.2356771,0,7.100861003,2.053885091,71.44704427,48.68414062,3946.1661,6277.0669,2437.414062,0,4692.738233,5058.350342,106.5132625,614.2738469,0,0,406.2356771,0,17.75221042,102.3789745,0,0,0
2025-02-01,68,2025-02-01 11:20:00,0.5007,4206.5277,6248.628571,-0,1818.338867,0,1818.338867,0,3826.205758,4098.956588,41.24931641,351.8421924,0,0,-0,303.0564779,0,6.874886068,58.6403654,0,0,3936.6103,6308.0507,1818.338867,0,5058.350342,5331.101172,-0,0,0,553.1015328,303.0564779,0,-0,0,0,92.1835888,0
2025-02-01,69,2025-02-01 11:30:00,0.4827,4134.8,6200.807143,0,1861.066895,0,1861.066895,0,4098.956588,4378.116622,35.66445313,320.9537598,0,0,0,310.1778158,0,5.944075521,53.49229329,0,0,3927.21,6594.375,1861.066895,0,5331.101172,5610.261206,0,0,0,806.0981055,310.1778158,0,0,0,0,134.3496842,0
2025-02-01,70,2025-02-01 11:40:00,0.4785,4371.2835,6314.339457,0,1600.150391,0,1600.150391,0,4378.116622,4618.139181,33.38977539,423.257124,0,0,0,266.6917318,0,5.564962565,70.542854,0,0,4153.2513,6817.8939,1600.150391,0,5610.261206,5850.283765,0,0,0,1064.492209,266.6917318,0,0,0,0,177.4153682,0
2025-02-01,71,2025-02-01 11:50:00,0.4662,4324.9891,6403.930943,1583.283393,3347.379096,0,3347.379096,0,4618.139181,5120.246045,39.99908203,0,1158.467622,424.8157715,263.8805655,557.896516,0,6.666513672,0,193.0779369,70.80262858,4080.8969,6770.5009,3347.379096,0,5850.283765,6352.390629,657.7750961,925.5082969,0,0,557.896516,0,109.6291827,154.2513828,0,0,0
2025-02-01,72,2025-02-01 12:00:00,0.4432,4005.61,6368.041071,2944.846924,5000,0,5000,0,5120.246045,5870.246045,22.35495117,0,2501.035469,443.8114551,490.8078206,833.3333333,0,3.725825195,0,416.8392448,73.96857585,3840.2,6603.9375,5000,0,6352.390629,7102.390629,2236.2625,708.5844238,0,0,833.3333333,0,372.7104167,118.097404,0,0,0
2025-02-01,73,2025-02-01 12:10:00,0.4411,4010.5176,6288.9025,3292.325195,5000,0,5000,0,5870.246045,6620.246045,22.48435547,0,2644.119648,648.2055469,548.7208659,833.3333333,0,3.747392578,0,440.6866081,108.0342578,4061.0483,6632.8992,5000,0,7102.390629,7852.390629,2428.1491,864.1760953,0,0,833.3333333,0,404.6915167,144.0293492,0,0,0
2025-02-01,74,2025-02-01 12:20:00,0.4551,4082.2261,6237.565943,3289.444824,5000,0,5000,0,6620.246045,7370.246045,68.75894531,0,2773.731509,515.7133154,548.240804,833.3333333,0,11.45982422,0,462.2885848,85.95221924,3978.5628,6536.8864,5000,0,7852.390629,8602.390629,2441.6764,847.7684242,0,0,833.3333333,0,406.9460667,141.2947374,0,0,0
2025-02-01,75,2025-02-01 12:30:00,0.4463,4059.06,6221.073214,3204.985352,5000,0,5000,0,7370.246045,8120.246045,56.88931641,0,2765.99436,438.9909912,534.1642253,833.3333333,0,9.481552734,0,460.9990601,73.1651652,3564.13,6314.475,5000,0,8602.390629,9352.390629,2249.655,955.3303516,0,0,833.3333333,0,374.9425,159.2217253,0,0,0
2025-02-01,76,2025-02-01 12:40:00,0.4113,4063.6281,6190.649771,3112.20752,5000,0,5000,0,8120.246045,8870.246045,60.4019873,0,2770.754116,341.4534033,518.7012533,833.3333333,0,10.06699788,0,461.7923527,56.90890055,3606.685,6312.5866,5000,0,9352.390629,10102.39063,2294.0984,818.1091195,0,0,833.3333333,0,382.3497333,136.3515199,0,0,0
