date,solver,status,runtime_seconds,initial_energy_kwh,final_energy_kwh,terminal_value_rates_yuan_per_kwh,terminal_value_breakpoints_kwh,terminal_uncertainty_reserve_kwh,terminal_value_credit_yuan,planned_purchase_cost_yuan,expected_emergency_cost_yuan,expected_total_cost_yuan,optimization_objective_yuan,risk_method,cvar_alpha,risk_weight,var_cost_yuan,cvar_cost_yuan,lambda_cvar_term_yuan,planned_purchase_energy_kwh,expected_emergency_energy_kwh,expected_planned_grid_used_energy_kwh,expected_unused_planned_grid_energy_kwh,charge_energy_kwh,discharge_energy_kwh,expected_spill_energy_kwh,minimum_energy_kwh,maximum_energy_kwh,maximum_power_balance_residual_kw,maximum_soc_residual_kwh,planned_final_energy_kwh,actual_initial_energy_kwh,actual_final_energy_kwh,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,realized_planned_grid_used_energy_kwh,realized_unused_planned_grid_energy_kwh,realized_pv_spill_energy_kwh,actual_charge_energy_kwh,actual_discharge_energy_kwh,battery_clipping_energy_kwh,battery_clipping_intervals,scenario_emergency_interval_count
2025-02-13,PuLP HiGHS,Optimal,7.83297009999,7010.44572894,7112.23946393,1.124955|0.726615|0.384264,3424.478928|7112.239464|10800,3424.47892786,5182.02081421,53651.0847724,1738.50294515,55389.5877175,50371.3365856,CVaR,0.9,0.05,3152.09519415,3275.39364492,163.769682246,85684.6399229,466.382788391,81435.8058564,4248.8340665,24192.1435334,19504.0219006,1420.48382328,1200,10800,4.54747350886e-13,9.09494701773e-13,7112.23946393,7010.44572894,7112.23946393,291.096713002,1255.52409586,54906.6088682,75611.3924516,10073.2474713,684.727033333,19982.4671215,16094.1840069,7619.51430562,31,1150
2025-02-14,PuLP HiGHS,Optimal,3.5883564,7112.23946393,7112.23946833,1.124955|0.726615|0.384264,3424.478937|7112.239468|10800,3424.47893665,5182.02082091,20512.6546886,1314.53096425,21827.1856529,16779.5616024,CVaR,0.9,0.05,2273.35362114,2687.93540831,134.396770415,38051.4949299,371.784483015,35240.8632333,2810.63169659,18671.0698055,15123.5665385,4048.76050297,1200,10800,4.54747350886e-13,1.81898940355e-12,7112.23946833,7112.23946393,7112.23946833,962.733382686,3239.44787219,23752.1025608,35836.6683268,2214.8266031,3590.90750697,17929.9599047,14523.2675188,1341.40892044,19,948
2025-02-15,PuLP HiGHS,Optimal,3.3526617,7112.23946833,7011.21957793,1.124955|0.726615|0.384264,3222.439156|7011.219578|10800,3222.43915585,5028.13772696,20287.0353914,1299.58831928,21586.6237107,16683.4899091,CVaR,0.9,0.05,2107.21219036,2500.07850692,125.003925346,37575.1757053,364.932250999,34818.3128114,2756.86289383,18377.8265047,14976.9573702,4332.88129561,1200,10800,4.54747350886e-13,1.81898940355e-12,7011.21957793,7112.23946833,7011.21957793,721.111916857,2593.94936991,22880.9847614,35691.1142439,1884.06146133,3942.0386729,17268.4962593,14078.3998714,2007.88774433,20,958
2025-02-16,PuLP HiGHS,Optimal,5.62945240001,7011.21957793,7041.73258312,1.124955|0.726615|0.384264,3283.465166|7041.732583|10800,3283.46516625,5074.61803521,51675.3943819,1913.5527445,53588.9471264,48700.8198662,CVaR,0.9,0.05,3523.42847264,3729.81550026,186.490775013,83009.9518174,505.372109857,78862.79364,4147.15817734,23366.2458433,18899.1974284,1635.16379076,1200,10800,5.68434188608e-13,1.81898940355e-12,7041.73258312,7011.21957793,7041.73258312,872.407393028,3316.95319462,54992.3475766,78761.6535159,4248.29830145,30.5391666667,22098.3207243,17872.178082,2294.94446533,18,1162
2025-02-17,PuLP HiGHS,Optimal,1.15794780001,7041.73258312,6992.55534051,1.124955|0.726615|0.384264,3185.110681|6992.555341|10800,3185.11068102,4999.70658742,50764.677317,1929.24229416,52693.9196111,47873.7908539,CVaR,0.9,0.05,3384.44706798,3591.55660306,179.577830153,81934.3669079,512.347244846,77834.3018698,4100.06503814,23102.8392672,18757.5593248,1566.96492619,1200,10800,0,9.09494701773e-13,6992.55534051,7041.73258312,6992.55534051,284.195565624,1203.24822939,51967.9255464,75525.9440465,6408.42286141,801.467166667,20363.5199851,16538.7107063,4958.16790072,29,1191
2025-02-18,PuLP HiGHS,Optimal,4.9990058,6992.55534051,6967.98942508,1.124955|0.726615|0.384264,3135.97885|6967.989425|10800,3135.97885015,4962.28545127,50680.1197546,1816.16844349,52496.288198,47716.9161456,CVaR,0.9,0.05,3342.49195948,3658.26797635,182.913398817,81573.6065799,490.017973421,77502.7260499,4070.88052999,23184.5416152,18801.5880322,1776.20587562,1200,10800,3.41060513165e-13,9.09494701773e-13,6967.98942508,6992.55534051,6967.98942508,288.340773789,1099.47828579,51779.5980403,76054.446249,5519.16033085,274.014349351,21049.9695476,17072.5846574,3863.57544246,28,1170
2025-02-19,PuLP HiGHS,Optimal,4.38443189999,6967.98942508,6999.39992283,1.124955|0.726615|0.384264,3198.799846|6999.399923|10800,3198.79984566,5010.13290545,50392.3630325,1833.84918107,52226.2122135,47422.0394034,CVaR,0.9,0.05,3541.47246612,4119.20190663,205.960095331,81252.5442914,483.551036023,77207.3792127,4045.16507867,23223.1448564,18782.4778857,1757.67435268,1200,10800,3.41060513165e-13,1.81898940355e-12,6999.39992283,6967.98942508,6999.39992283,790.709496623,2734.56402694,53126.9270594,76551.3241715,4701.22011987,167.243216667,22458.9137901,18163.450722,1383.25823008,19,1147
2025-02-20,PuLP HiGHS,Optimal,6.92565399999,6999.39992283,7044.46675123,1.124955|0.726615|0.384264,3288.933502|7044.466751|10800,3288.93350246,5078.78297982,50067.1451463,1787.00106187,51854.1462082,46949.3250576,CVaR,0.9,0.05,3411.06690883,3479.23658468,173.961829234,80949.7888105,479.156769276,76983.5766204,3966.2121901,23251.3336125,18793.0200806,1770.86795098,1200,10800,3.41060513165e-13,9.09494701773e-13,7044.46675123,6999.39992283,7044.46675123,456.715547443,1974.58570567,52041.730852,75061.2944949,5888.49431564,391.814483333,21539.4825269,17406.4207013,3098.45046485,21,1175
2025-02-21,PuLP HiGHS,Optimal,3.2822366,7044.46675123,6833.88426606,1.124955|0.726615|0.384264,2867.768532|6833.884266|10800,2867.76853212,4758.00373307,19762.9853134,937.06303912,20700.0483525,16027.5552293,CVaR,0.9,0.05,1541.23357612,1710.21219775,85.5106098874,36670.3581195,253.326118038,34086.9780354,2583.38008417,17993.9829689,14764.6504415,5777.36992938,1200,10800,4.54747350886e-13,1.81898940355e-12,6833.88426606,7044.46675123,6833.88426606,234.532372567,794.868429544,20557.8537429,34227.2910378,2443.06708169,5781.69740738,17417.832665,14297.9686953,1042.8320501,19,815
2025-02-22,PuLP HiGHS,Optimal,3.09394009999,6833.88426606,7007.71173531,1.124955|0.726615|0.384264,3215.423471|7007.711735|10800,3215.42347061,5022.79424783,19840.2831902,1086.44422941,20926.7274196,15999.6920527,CVaR,0.9,0.05,1886.93978523,1915.17761813,95.7588809063,36878.4851315,287.961019652,34359.9643148,2518.52081678,17982.7881485,14409.613678,5791.17380507,1200,10800,4.54747350886e-13,1.81898940355e-12,7007.71173531,6833.88426606,7007.71173531,269.175141571,968.292945094,20808.5761353,34684.1768965,2194.30823505,3638.03697852,17442.6708099,13972.1186337,977.612382881,18,845
2025-02-23,PuLP HiGHS,Optimal,4.48171209999,7007.71173531,6975.53149333,1.124955|0.726615|0.384264,3135.978874|6967.989437|10800,3135.9788744,4962.28546974,49568.7369306,1597.70788898,51166.4448195,46373.4135744,CVaR,0.9,0.05,2975.2261625,3385.08449259,169.254224629,79961.2939025,430.722621578,75883.0050287,4078.28887386,23133.2695494,18773.6984033,1841.63079325,1200,10800,4.54747350886e-13,1.81898940355e-12,6967.9894372,7007.71173531,6975.53149333,598.298613774,1944.49367703,51513.2306076,75500.8876284,4460.40627416,462.153433333,21758.6386486,17653.4595232,2494.86978091,23,1153
2025-02-24,PuLP HiGHS,Optimal,3.80283039999,6975.53149333,6916.90828048,1.124955|0.726615|0.384264,3033.816561|6916.90828|10800,3033.81656096,4884.47379911,48695.5240424,1863.27052793,50558.7945704,45878.322637,CVaR,0.9,0.05,3629.82209764,4080.03731481,204.00186574,78965.5585648,502.896653924,75037.5784863,3927.98007855,23215.7664985,18857.5317554,1911.08855698,1200,10800,3.41060513165e-13,1.81898940355e-12,6916.90828048,6975.53149333,6916.90828048,320.705900029,1350.97839522,50046.5024377,72967.3627239,5998.19584094,1162.30248333,20923.649555,17000.9170312,4148.7316677,33,1192
2025-02-25,PuLP HiGHS,Optimal,3.48786960001,6916.90828048,6999.39998421,1.124955|0.726615|0.384264,3198.799968|6999.399984|10800,3198.79996841,5010.13299894,48727.3135504,1842.62092839,50569.9344788,45771.458966,CVaR,0.9,0.05,4012.63427692,4233.14972322,211.657486161,78962.0727138,490.105565489,75099.044414,3863.02829971,23325.9388613,18819.7679443,1867.48325407,1200,10800,4.54747350886e-13,1.81898940355e-12,6999.39998421,6916.90828048,6999.39998421,298.261840923,1039.65729381,49766.9708442,71469.7834376,7492.28927618,2074.51036667,19989.3112902,16117.0996117,6039.29590375,33,1203
2025-02-26,PuLP HiGHS,Optimal,3.1735438,6999.39998421,7011.21925609,1.124955|0.726615|0.384264,3222.438512|7011.219256|10800,3222.43851219,5028.13723671,48688.6200751,1678.95158312,50367.5716582,45513.8104925,CVaR,0.9,0.05,3044.69849886,3487.52142087,174.376071044,78924.525374,459.481742904,75172.9017556,3751.62361839,23231.4515106,18806.8383789,1907.67209459,1200,10800,4.54747350886e-13,9.09494701773e-13,7011.21925609,6999.39998421,7011.21925609,430.94502762,1675.93502045,50364.5550955,73225.2317143,5699.29365962,863.756872786,20878.6025849,16901.0307491,4258.65655552,29,1154
2025-02-27,PuLP HiGHS,Optimal,3.9445558,7011.21925609,6999.40009554,1.124955|0.726615|0.384264,3198.800191|6999.400096|10800,3198.80019108,5010.13316854,47757.2584248,1627.79808893,49385.0565137,44540.995185,CVaR,0.9,0.05,3048.3765893,3321.43679696,166.071839848,77678.0556192,438.276248538,73885.2469298,3792.80868934,23134.6197977,18749.6792806,1897.04904543,1200,10800,4.54747350886e-13,9.09494701773e-13,6999.40009554,7011.21925609,6999.40009554,430.412002087,2058.97451009,49816.2329349,71772.939012,5905.11660722,1014.61845026,22330.4505699,18098.3022061,1455.54630223,19,1169
2025-02-28,PuLP HiGHS,Optimal,3.4568036,6999.40009554,6999.20647392,1.124955|0.726615|0.384264,3198.412948|6999.206474|10800,3198.41294784,5009.83822569,19011.9396961,974.223503591,19986.1631997,15063.5590798,CVaR,0.9,0.05,1608.64829569,1744.68211581,87.2341057906,35553.541134,260.963732176,33068.8135561,2484.72757793,18565.818178,15038.4869836,8365.41209711,1200,10800,3.67095968366e-12,9.09494701773e-13,6999.20647392,6999.40009554,6999.20647392,383.511562301,1380.82979032,20392.7694864,33349.98471,2203.55642401,7251.42021421,16787.6671978,13598.1846897,3218.45327409,23,818
2025-03-01,PuLP HiGHS,Optimal,5.84688910001,6999.20647392,6982.29975284,1.124955|0.726615|0.384264,3135.978833|6967.989416|10800,3135.97883293,4962.28543815,19125.0035583,955.801079048,20080.8046374,15203.5103981,CVaR,0.9,0.05,1508.05344167,1699.82397688,84.991198844,35534.8165499,260.670450846,33071.9491494,2462.86740048,18196.3123973,14767.1083936,8058.14674778,1200,10800,9.09494701773e-13,1.81898940355e-12,6967.98941647,6999.20647392,6982.29975284,718.839957694,3014.36461,22139.3681683,32147.3827493,3387.43380058,6118.82081045,16336.0632219,13247.4272587,3379.93031026,25,840
2025-03-02,PuLP HiGHS,Optimal,8.99513360001,6982.29975284,6999.20626443,1.124955|0.726615|0.384264,3198.412529|6999.206264|10800,3198.41252885,5009.83790657,47279.6871482,1843.82237078,49123.5095189,44325.1734631,CVaR,0.9,0.05,3560.60531259,4230.03701548,211.501850774,76958.5594981,482.137913392,73027.9201734,3930.63932464,23002.0782589,18616.4675293,2079.57465745,1200,10800,0,1.81898940355e-12,6999.20626443,6982.29975284,6999.20626443,3683.72310136,13952.0308012,61231.7179493,72870.9450929,4087.61440518,0,22006.0277219,17809.6665943,1802.8514721,24,1166
2025-03-03,PuLP HiGHS,Optimal,5.487591,6999.20626443,7000.17357342,1.124955|0.726615|0.384264,3200.347147|7000.173573|10800,3200.34714684,5011.31140352,47268.9754199,1889.53723045,49158.5126503,44390.8993623,CVaR,0.9,0.05,3808.16134644,4873.96231087,243.698115544,76841.7696704,506.713140531,72959.7923451,3881.97732531,23289.9163944,18863.9617014,2092.71928922,1200,10800,2.44426701101e-12,9.09494701773e-13,7000.17357342,6999.20626443,7000.17357342,2618.05418633,10588.1794968,57857.1549166,73869.7060395,2972.0636309,92.2821848835,23039.2675237,18660.9361161,453.674455956,14,1182
2025-03-04,PuLP HiGHS,Optimal,5.8820036,7000.17357342,6969.64161754,1.124955|0.726615|0.384264,3139.283235|6969.641618|10800,3139.28323509,4964.8022278,48497.7696443,2137.31913075,50635.0887751,46159.1471715,CVaR,0.9,0.05,2838.4123746,9777.21248522,488.860624261,78522.4545925,579.052296848,74425.582909,4096.87168351,23147.6922224,18777.1094604,2082.80001794,1200,10800,1.13686837722e-13,1.81898940355e-12,6969.64161754,7000.17357342,6969.64161754,554.998374087,1681.73862836,50179.5082727,73427.8230581,5094.63153437,695.588304966,21659.2313379,17571.456144,2694.114201,29,1169
2025-03-05,PuLP HiGHS,Optimal,4.9730079,6969.64161754,7055.40230692,1.124955|0.726615|0.384264,3310.804614|7055.402307|10800,3310.80461383,5095.44105711,49026.3099304,1804.77354779,50831.0834782,45944.0667835,CVaR,0.9,0.05,3392.91132894,4168.48724913,208.424362457,79484.368293,482.098553638,75639.8362874,3844.53200563,23323.7137271,18815.0234985,1778.25002109,1200,10800,2.27373675443e-13,9.09494701773e-13,7055.40230692,6969.64161754,7055.40230692,133.933887025,571.002038504,49597.3119689,70815.2611675,8669.10712555,938.239595313,20017.3622214,16136.8787789,5984.49622541,32,1174
2025-03-06,PuLP HiGHS,Optimal,3.41762390001,7055.40230692,7044.46662736,1.124955|0.726615|0.384264,3288.933255|7044.466627|10800,3288.93325472,5078.78279112,49037.5679499,1950.57331924,50988.1412692,46253.1890642,CVaR,0.9,0.05,3528.98753257,6876.61172349,343.830586175,79094.4735911,513.565138161,74987.4008855,4107.07270551,23174.7157814,18781.3618945,1825.4313454,1200,10800,4.54747350886e-13,9.09494701773e-13,7044.46662736,7055.40230692,7044.46662736,240.97637946,662.866116993,49700.4340669,70850.3674553,8244.10613574,1432.09211667,19623.3668231,15904.7692383,6427.94161458,32,1158
2025-03-07,PuLP HiGHS,Optimal,3.05192920001,7044.46662736,7141.18579235,1.124955|0.726615|0.384264,3365.839156|7082.919578|10800,3365.83915559,5137.35797826,18825.7970545,1093.43568111,19919.2327356,14936.5200722,CVaR,0.9,0.05,1943.55728547,3092.9062954,154.64531477,35096.3401247,295.380016035,32658.9996656,2437.34045905,17207.6059545,13903.5531677,5422.34706271,1200,10800,0,1.81898940355e-12,7082.9195778,7044.46662736,7141.18579235,177.755172536,615.932027363,19441.7290819,31707.4367091,3388.90341561,7854.47049689,15902.0452784,12793.609427,2415.50441676,25,879
2025-03-08,PuLP HiGHS,Optimal,2.65078309999,7141.18579235,7007.02421081,1.124955|0.726615|0.384264,3185.11047|6992.555235|10800,3185.11046951,4999.70642633,17901.8621294,1017.64027515,18919.5024045,14014.4097874,CVaR,0.9,0.05,1704.2610498,1892.27618422,94.6138092112,32996.1552616,272.45326825,30478.8423831,2517.31287851,17218.4938942,14080.7475561,7008.40832635,1200,10800,4.54747350886e-13,1.81898940355e-12,6992.55523476,7141.18579235,7007.02421081,332.998196406,1010.79774796,18912.6598773,30862.9507847,2133.20447684,9064.51237971,16784.4342534,13716.1371686,798.670028376,18,840
2025-03-09,PuLP HiGHS,Optimal,6.88874949999,7007.02421081,6919.15171244,1.124955|0.726615|0.384264,3038.303425|6919.151712|10800,3038.30342488,4887.8912078,46462.5333453,1941.01609409,48403.5494394,43837.4231849,CVaR,0.9,0.05,3006.10523622,6435.29906615,321.764953307,75562.4875105,514.99586988,71620.0392001,3942.44831041,23136.8787441,18819.9570312,2150.67290876,1200,10800,1.70530256582e-13,9.09494701773e-13,6919.15171244,7007.02421081,6919.15171244,208.996894476,831.755968546,47294.2893138,68598.7919007,6963.69560987,1604.60932146,20782.8403801,16913.1859564,4260.80943876,32,1192
2025-03-10,PuLP HiGHS,Optimal,8.51669830001,6919.15171244,6916.60194938,1.124955|0.726615|0.384264,3033.203899|6916.601949|10800,3033.20389877,4884.00716649,45638.4961898,1729.0816857,47367.5778755,42674.8122876,CVaR,0.9,0.05,3736.21555421,3824.83157178,191.241578589,74456.1109953,461.58740047,70360.5307744,4095.58022083,22786.7426059,18459.5562975,2008.16928232,1200,10800,1.81898940355e-12,2.27373675443e-13,6916.60194938,6919.15171244,6916.60194938,1810.75603071,5294.01378087,50932.5099707,70728.4910585,3727.61993678,426.118516667,21438.6942593,17367.6371368,2439.96750726,28,1186
2025-03-11,PuLP HiGHS,Optimal,4.09110580001,6916.60194938,7049.88018076,1.124955|0.726615|0.384264,3283.465275|7041.732637|10800,3283.46527472,5074.61811783,45244.1179924,1887.7089062,47131.8268986,42341.403263,CVaR,0.9,0.05,3240.23412894,5683.88964521,284.19448226,74263.1039825,502.348728732,70447.1430482,3815.9609343,22676.9742542,18255.7315267,2153.47820389,1200,10800,0,9.09494701773e-13,7041.73263736,6916.60194938,7049.88018076,472.750248106,1827.69682391,47071.8148163,68687.7285083,5575.37547421,1256.39690781,20237.961265,16272.7982164,4421.94629945,33,1205
2025-03-12,PuLP HiGHS,Optimal,9.97842110001,7049.88018076,6992.74876028,1.124955|0.726615|0.384264,3185.497521|6992.74876|10800,3185.49752057,5000.0012228,44886.2800231,2036.29861592,46922.578639,42292.0410808,CVaR,0.9,0.05,3615.60073383,7389.27329136,369.463664568,73566.0546364,550.20736025,69552.004539,4014.05009745,22145.8530449,17989.5592448,2153.87474989,1200,10800,9.09494701773e-13,1.81898940355e-12,6992.74876028,7049.88018076,6992.74876028,414.116224379,1478.08955262,46364.3695757,67772.6515285,5793.40310798,2009.22318802,19965.4113679,16223.4014865,3946.59943528,30,1175
2025-03-13,PuLP HiGHS,Optimal,4.4680815,6992.74876028,7083.21237648,1.124955|0.726615|0.384264,3366.424753|7083.212376|10800,3366.42475297,5137.80399704,44383.5501412,1833.54284474,46217.0929859,41357.3476279,CVaR,0.9,0.05,3354.98411643,5561.17278148,278.058639074,72926.6089336,493.101855654,69040.2839877,3886.3249459,22630.8714539,18249.588623,1999.42926598,1200,10800,4.54747350886e-13,1.81898940355e-12,7083.21237648,6992.74876028,7083.21237648,2673.88805445,10241.6611596,54625.2113008,69016.5153073,3910.09362638,59.5862,21072.5362656,16987.3371206,2820.58669071,26,1155
2025-03-14,PuLP HiGHS,Optimal,2.67993479999,7083.21237648,6999.39990829,1.124955|0.726615|0.384264,3198.799817|6999.399908|10800,3198.79981659,5010.1328833,17267.5940579,906.408621257,18174.0026791,13244.7284602,CVaR,0.9,0.05,1433.77292323,1617.17328747,80.8586643733,32088.0795023,243.770602208,29644.200607,2443.87889522,17936.7652247,14604.2110534,9584.01522905,1200,10800,9.09494701773e-13,9.09494701773e-13,6999.39990829,7083.21237648,6999.39990829,266.790273117,1141.49677309,18409.090831,30060.5716354,2027.50786683,11214.7647689,16624.2230403,13541.051884,2375.70135381,20,818
