date,solver,status,runtime_seconds,initial_energy_kwh,final_energy_kwh,terminal_value_rates_yuan_per_kwh,terminal_value_breakpoints_kwh,terminal_uncertainty_reserve_kwh,terminal_value_credit_yuan,planned_purchase_cost_yuan,expected_emergency_cost_yuan,expected_total_cost_yuan,optimization_objective_yuan,risk_method,cvar_alpha,risk_weight,var_cost_yuan,cvar_cost_yuan,lambda_cvar_term_yuan,planned_purchase_energy_kwh,expected_emergency_energy_kwh,expected_planned_grid_used_energy_kwh,expected_unused_planned_grid_energy_kwh,charge_energy_kwh,discharge_energy_kwh,expected_spill_energy_kwh,minimum_energy_kwh,maximum_energy_kwh,maximum_power_balance_residual_kw,maximum_soc_residual_kwh,planned_final_energy_kwh,actual_initial_energy_kwh,actual_final_energy_kwh,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,realized_planned_grid_used_energy_kwh,realized_unused_planned_grid_energy_kwh,realized_pv_spill_energy_kwh,actual_charge_energy_kwh,actual_discharge_energy_kwh,battery_clipping_energy_kwh,battery_clipping_intervals,scenario_emergency_interval_count
2025-02-11,PuLP HiGHS,Optimal,3.812269,6903.82552941,6962.26373559,1.124955|0.726615|0.384264,3124.527471|6962.263736|10800,3124.52747118,4953.56353711,54219.2240758,1626.74850962,55845.9725854,51237.0882332,CVaR,0.9,0.1,3446.79184921,3446.79184921,344.679184921,86615.5812178,435.078694822,82141.6666169,4473.9146009,24509.7196357,19800.2785193,1511.70456279,1200,10800,0,9.09494701773e-13,6962.26373559,6903.82552941,6962.26373559,180.128155689,941.381674507,55160.6057503,79498.8452127,7116.73600511,162.0573,22335.3923657,18039.0734307,3935.53235867,27,1045
2025-02-12,PuLP HiGHS,Optimal,4.09853680001,6962.26373559,7010.44572894,1.124955|0.726615|0.384264,3220.891458|7010.445729|10800,3220.89145788,5026.95892667,53888.9406523,1653.81441292,55542.7550653,50846.9720188,CVaR,0.9,0.1,3115.30165316,3311.75880217,331.175880217,86187.6581719,450.564167199,81884.3867819,4303.27138993,24377.8331164,19702.6810303,1575.98074205,1200,10800,4.54747350886e-13,9.09494701773e-13,7010.44572894,6962.26373559,7010.44572894,256.550589272,1052.91156637,54941.8522187,79441.1244008,6746.53377111,163.384283333,22232.5830492,17965.0284758,3882.90262162,27,1106
2025-02-13,PuLP HiGHS,Optimal,5.4609851,7010.44572894,7112.23946393,1.124955|0.726615|0.384264,3424.478928|7112.239464|10800,3424.47892786,5182.02081421,53851.5801203,1567.43129112,55419.0114114,50524.968788,CVaR,0.9,0.1,2708.26276674,2879.78190871,287.978190871,85961.0168012,426.332658306,81615.5222702,4345.49453101,24352.1951331,19633.6636963,1529.7403031,1200,10800,2.27373675443e-13,2.27373675443e-13,7112.23946393,7010.44572894,7112.23946393,288.270895554,1237.83165281,55089.4117731,75614.218269,10346.7985322,684.727033333,19982.4671215,16094.1840069,7909.20770098,31,1094
2025-02-14,PuLP HiGHS,Optimal,3.7752399,7112.23946393,7112.23946833,1.124955|0.726615|0.384264,3424.478937|7112.239468|10800,3424.47893665,5182.02082091,20636.0675233,1210.29816522,21846.3656885,16907.3688035,CVaR,0.9,0.1,2107.13195329,2430.23935928,243.023935928,38308.0677531,343.070205306,35421.0739217,2886.99383141,18798.5505957,15226.8259786,4176.03556347,1200,10800,0,1.81898940355e-12,7112.23946833,7112.23946393,7112.23946833,907.838992636,3074.08051103,23710.1480343,36038.5704872,2269.49726588,3737.91527731,17929.9599047,14523.2675188,1572.1491508,19,897
2025-02-15,PuLP HiGHS,Optimal,3.523132,7112.23946833,7011.21957793,1.124955|0.726615|0.384264,3222.439156|7011.219578|10800,3222.43915585,5028.13772696,20345.3493471,1253.85306841,21599.2024155,16805.0758588,CVaR,0.9,0.1,2029.89454006,2340.11170207,234.011170207,37653.2113291,354.69980193,34839.8758505,2813.33547861,18387.8221881,14985.0538737,4342.31270578,1200,10800,4.54747350886e-13,1.81898940355e-12,7011.21957793,7112.23946833,7011.21957793,709.240778121,2527.77564031,22873.1249874,35709.26312,1943.94820907,3948.31641026,17268.4962593,14078.3998714,2025.97993116,20,925
2025-02-16,PuLP HiGHS,Optimal,4.5598058,7011.21957793,7041.73258312,1.124955|0.726615|0.384264,3283.465166|7041.732583|10800,3283.46516625,5074.61803521,51807.6159305,1804.23899096,53611.8549215,48875.2298548,CVaR,0.9,0.1,3219.32508892,3379.9296853,337.99296853,83174.7023345,478.985836292,78921.3674318,4253.3349027,23384.6215948,18914.0817871,1663.85991619,1200,10800,4.54747350886e-13,1.81898940355e-12,7041.73258312,7011.21957793,7041.73258312,836.776251044,3174.70678831,54982.3227188,78796.1231858,4378.57914872,30.5391666667,22092.2077132,17867.226543,2339.26912565,18,1112
2025-02-17,PuLP HiGHS,Optimal,1.28823979999,7041.73258312,6992.55534051,1.124955|0.726615|0.384264,3185.110681|6992.555341|10800,3185.11068102,4999.70658742,50979.1741377,1758.76336794,52737.9375056,48032.6862374,CVaR,0.9,0.1,2890.84994909,2944.5531916,294.45531916,82262.9420298,462.08849943,77915.858833,4347.08319686,23102.8392672,18757.5593248,1598.26314396,1200,10800,0,9.09494701773e-13,6992.55534051,7041.73258312,6992.55534051,260.073635323,1067.31493556,52046.4890733,75541.774494,6721.16753583,801.467166667,20319.8806019,16503.3628059,5037.15518431,29,1104
2025-02-18,PuLP HiGHS,Optimal,5.1311863,6992.55534051,6967.98942508,1.124955|0.726615|0.384264,3135.97885|6967.989425|10800,3135.97885015,4962.28545127,50889.9238145,1644.71869233,52534.6425069,47888.9263305,CVaR,0.9,0.1,2964.32865838,3165.69274917,316.569274917,81866.6974399,442.773940413,77618.9961933,4247.70124655,23181.2324518,18798.9076099,1845.86072707,1200,10800,3.41060513165e-13,9.09494701773e-13,6967.98942508,6992.55534051,6967.98942508,262.997725319,1018.52409572,51908.4479102,76112.2025077,5754.49493212,325.035966667,20952.0305629,16993.2540798,4034.85541898,28,1071
2025-02-19,PuLP HiGHS,Optimal,3.6966158,6967.98942508,6999.39992283,1.124955|0.726615|0.384264,3198.799846|6999.399923|10800,3198.79984566,5010.13290545,50658.2645444,1614.21204565,52272.47659,47609.9485514,CVaR,0.9,0.1,3024.55649854,3476.04866841,347.604866841,81586.5283031,430.647933255,77380.4933122,4206.03499084,23214.8362627,18775.7479248,1879.46398228,1200,10800,9.09494701773e-13,9.09494701773e-13,6999.39992283,6967.98942508,6999.39992283,719.608356315,2427.27959139,53085.5441358,76600.0611173,4986.46718581,167.243216667,22341.2075031,18068.1086296,1581.26805481,21,1078
2025-02-20,PuLP HiGHS,Optimal,7.1528994,6999.39992283,7044.46675123,1.124955|0.726615|0.384264,3288.933502|7044.466751|10800,3288.93350246,5078.78297982,50246.211016,1637.9274617,51884.1384777,47112.7742696,CVaR,0.9,0.1,3010.71366786,3074.18771731,307.418771731,81155.6141344,446.42991151,77083.6362176,4071.97791674,23251.3336125,18793.0200806,1838.20069041,1200,10800,3.41060513165e-13,9.09494701773e-13,7044.46675123,6999.39992283,7044.46675123,431.810274821,1849.50183765,52095.7128537,75072.5545829,6083.05955149,391.814483333,21467.6657657,17348.2491247,3228.43880272,22,1104
2025-02-21,PuLP HiGHS,Optimal,3.4264862,7044.46675123,6833.88426606,1.124955|0.726615|0.384264,2867.768532|6833.884266|10800,2867.76853212,4758.00373307,19834.7166354,876.664393725,20711.3810291,16109.0242913,CVaR,0.9,0.1,1432.92527062,1556.46995284,155.646995284,36800.9223536,232.998017065,34125.1420496,2675.78030409,18012.9680171,14780.0283305,5791.59868345,1200,10800,4.54747350886e-13,1.81898940355e-12,6833.88426606,7044.46675123,6833.88426606,205.54581482,732.412430895,20567.1290663,34275.2626437,2525.65970991,5800.68245552,17417.832665,14297.9686953,1077.19498724,19,764
2025-02-22,PuLP HiGHS,Optimal,7.1593665,6833.88426606,7007.71173531,1.124955|0.726615|0.384264,3215.423471|7007.711735|10800,3215.42347061,5022.79424783,19963.3129315,980.483036149,20943.7959676,16087.1647535,CVaR,0.9,0.1,1653.42160869,1661.63033686,166.163033686,37045.6997304,262.440703305,34416.8670011,2628.83272934,18016.0649992,14436.567927,5816.23357342,1200,10800,2.27373675443e-13,1.81898940355e-12,7007.71173531,6833.88426606,7007.71173531,250.818202325,894.580215789,20857.8931472,34735.8106864,2309.88904403,3671.31382917,17442.6708099,13972.1186337,1037.84348257,18,789
2025-02-23,PuLP HiGHS,Optimal,5.04899720001,7007.71173531,6975.53149333,1.124955|0.726615|0.384264,3135.978874|6967.989437|10800,3135.9788744,4962.28546974,49693.6554292,1492.96109822,51186.6165274,46533.4943955,CVaR,0.9,0.1,2691.80609938,3091.6333787,309.16333787,80139.5909898,401.167471097,75941.1945314,4198.3964585,23124.8076354,18766.8442529,1871.87290914,1200,10800,4.54747350886e-13,1.81898940355e-12,6967.9894372,7007.71173531,6975.53149333,576.65586729,1895.25113068,51588.9065599,75514.7292684,4624.86172147,462.153433333,21717.5801935,17620.2021745,2553.86952019,23,1094
2025-02-24,PuLP HiGHS,Optimal,5.11574349999,6975.53149333,6916.90828048,1.124955|0.726615|0.384264,3033.816561|6916.90828|10800,3033.81656096,4884.47379911,48921.6930838,1677.74231969,50599.4354035,46065.8822806,CVaR,0.9,0.1,3294.50479606,3509.20676228,350.920676228,79291.4866232,450.72473363,75183.3382467,4108.14837652,23211.425841,18854.0158228,2005.50112209,1200,10800,3.41060513165e-13,1.81898940355e-12,6916.90828048,6975.53149333,6916.90828048,298.506621039,1270.47397971,50192.1670635,72963.981526,6327.50509719,1162.30248333,20789.0154666,16891.8634195,4384.56277764,32,1112
2025-02-25,PuLP HiGHS,Optimal,4.2406223,6916.90828048,6999.39998421,1.124955|0.726615|0.384264,3198.799968|6999.399984|10800,3198.79996841,5010.13299894,48994.0848997,1621.65982675,50615.7447264,45959.4262569,CVaR,0.9,0.1,3311.29329602,3538.14529425,353.814529425,79298.9749134,435.849923338,75242.3989848,4056.57592863,23319.9036237,18814.8794019,1957.72887782,1200,10800,4.54747350886e-13,1.81898940355e-12,6999.39998421,6916.90828048,6999.39998421,262.71783892,939.500663749,49933.5855634,71501.9303693,7797.04454408,2095.20718137,19862.5013695,16014.3835759,6257.89808017,33,1115
2025-02-26,PuLP HiGHS,Optimal,3.6669122,6999.39998421,7011.21925609,1.124955|0.726615|0.384264,3222.438512|7011.219256|10800,3222.43851219,5028.13723671,48932.7226756,1476.88036006,50409.6030356,45671.9022728,CVaR,0.9,0.1,2552.10199474,2904.36473863,290.436473863,79293.4167141,399.392214547,75309.7963438,3983.62037024,23242.8200243,18816.046875,1982.31713689,1200,10800,4.54747350886e-13,9.09494701773e-13,7011.21925609,6999.39998421,7011.21925609,361.277404157,1364.60896021,50297.3316358,73326.9951045,5966.42160958,908.304604316,20813.0659279,16847.9460569,4397.8549145,29,1065
2025-02-27,PuLP HiGHS,Optimal,3.42432780001,7011.21925609,6999.40009554,1.124955|0.726615|0.384264,3198.800191|6999.400096|10800,3198.80019108,5010.13316854,47882.3577902,1522.91367222,49405.2714624,44699.3934082,CVaR,0.9,0.1,2779.09756127,3042.55114334,304.255114334,77850.646478,411.466484842,73960.4303694,3890.21610859,23160.4104918,18770.5697428,1940.52248944,1200,10800,9.09494701773e-13,9.09494701773e-13,6999.40009554,7011.21925609,6999.40009554,416.889914308,1985.34132682,49867.699117,71788.7351086,6061.91136937,1020.76413715,22310.0733174,18081.7966316,1539.11028566,21,1115
2025-02-28,PuLP HiGHS,Optimal,3.5789754,6999.40009554,6999.20647392,1.124955|0.726615|0.384264,3198.412948|6999.206474|10800,3198.41294784,5009.83822569,19088.9697866,909.575807325,19998.5455939,15143.7146646,CVaR,0.9,0.1,1479.67722895,1550.07296338,155.007296338,35671.5179198,246.200160057,33133.3109707,2538.20694916,18261.9388523,14792.3447298,8472.88301141,1200,10800,4.54747350886e-13,9.09494701773e-13,6999.20647392,6999.40009554,6999.20647392,366.545112082,1315.68958343,20404.6593701,33420.4311689,2251.08675095,7304.90022281,16787.6671978,13598.1846897,2668.43169455,21,772
2025-03-01,PuLP HiGHS,Optimal,5.6179448,6999.20647392,6982.29975284,1.124955|0.726615|0.384264,3135.978833|6967.989416|10800,3135.97883293,4962.28543815,19197.9990003,891.291418125,20089.2904184,15283.7958901,CVaR,0.9,0.1,1359.78736879,1567.90909832,156.790909832,35634.8455266,243.594450387,33094.0208541,2540.82467242,17575.2920392,14264.0819035,8181.13632013,1200,10800,4.54747350886e-13,1.81898940355e-12,6967.98941647,6999.20647392,6982.29975284,672.125410249,2794.21253035,21992.2115307,32173.7343084,3461.11121816,6098.45782213,16336.0632219,13247.4272587,2255.88346207,23,794
2025-03-02,PuLP HiGHS,Optimal,4.96780870001,6982.29975284,6999.20626443,1.124955|0.726615|0.384264,3198.412529|6999.206264|10800,3198.41252885,5009.83790657,47529.1828304,1638.33392505,49167.5167555,44516.568976,CVaR,0.9,0.1,2847.19113184,3588.9012709,358.89012709,77316.5656561,430.322053158,73227.7944852,4088.77117091,23068.9935873,18670.6689453,2214.91919663,1200,10800,7.27595761418e-12,1.81898940355e-12,6999.20626443,6982.29975284,6999.20626443,3540.92873791,13438.2588792,60967.4417096,73028.3424447,4288.22321148,0,22082.8855551,17871.9214392,1784.85553837,25,1087
2025-03-03,PuLP HiGHS,Optimal,4.96402839999,6999.20626443,7000.17357342,1.124955|0.726615|0.384264,3200.347147|7000.173573|10800,3200.34714684,5011.31140352,47471.5568018,1724.63286736,49196.1896692,44621.7070192,CVaR,0.9,0.1,3388.85560236,4368.28753531,436.828753531,77115.3332375,463.668319292,73084.0706431,4031.26259444,23264.2309564,18843.1564966,2178.83299921,1200,10800,4.54747350886e-13,9.09494701773e-13,7000.17357342,6999.20626443,7000.17357342,2459.81509905,9975.30292343,57446.8597252,74055.4578225,3059.87541503,117.967622917,23048.8846694,18668.7260041,389.776779387,15,1099
2025-03-04,PuLP HiGHS,Optimal,7.49054480001,7000.17357342,6969.64161754,1.124955|0.726615|0.384264,3139.283235|6969.641618|10800,3139.28323509,4964.8022278,48805.4934695,1913.93003739,50719.4235069,46615.6306522,CVaR,0.9,0.1,2811.33662165,8610.09373035,861.009373035,78931.482489,522.398535239,74578.0194968,4353.46299217,23147.6922224,18777.1094604,2178.5828442,1200,10800,4.54747350886e-13,4.54747350886e-13,6969.64161754,7000.17357342,6969.64161754,505.14752578,1529.50170883,50334.9951784,73549.3493733,5382.13311569,786.1691,21559.7296108,17490.8597451,2874.212327,29,1094
2025-03-05,PuLP HiGHS,Optimal,5.39293820001,6969.64161754,7055.40230692,1.124955|0.726615|0.384264,3310.804614|7055.402307|10800,3310.80461383,5095.44105711,49186.3355101,1667.42986508,50853.7653752,46141.7794695,CVaR,0.9,0.1,3034.18243377,3834.55151446,383.455151446,79705.7847348,445.502143239,75769.6338361,3936.1508987,23297.6605045,18793.9203882,1876.40127173,1200,10800,9.09494701773e-13,9.09494701773e-13,7055.40230692,6969.64161754,7055.40230692,131.02543976,557.706339244,49744.0418493,70792.3600868,8913.42464796,938.239595313,19881.522601,16026.8486864,6183.20960527,31,1120
2025-03-06,PuLP HiGHS,Optimal,1.1462336,7055.40230692,7044.46662736,1.124955|0.726615|0.384264,3288.933255|7044.466627|10800,3288.93325472,5078.78279112,49216.0983815,1822.81072016,51038.9091016,46584.5936894,CVaR,0.9,0.1,3237.22971941,6244.67378928,624.467378928,79329.2966471,480.91016172,75107.992514,4221.30413313,23154.5159116,18765,1917.20597267,1200,10800,4.54747350886e-13,9.09494701773e-13,7044.46662736,7055.40230692,7044.46662736,221.615651921,620.304069923,49836.4024514,70846.2038369,8483.09281027,1432.09211667,19499.5544758,15804.481237,6615.48019885,31,1093
2025-03-07,PuLP HiGHS,Optimal,3.07905330001,7044.46662736,7141.18579235,1.124955|0.726615|0.384264,3365.839156|7082.919578|10800,3365.83915559,5137.35797826,18889.5172776,1054.95127672,19944.4685543,15078.9150972,CVaR,0.9,0.1,1665.59494975,2718.04521132,271.804521132,35187.0644331,286.61124706,32683.3435035,2503.72092965,17207.6059545,13903.5531677,5437.92213157,1200,10800,4.54747350886e-13,9.09494701773e-13,7082.9195778,7044.46662736,7141.18579235,178.307938514,618.466443807,19507.9837214,31720.226081,3466.83835214,7870.27869974,15889.0659892,12783.0962028,2438.99693029,26,835
2025-03-08,PuLP HiGHS,Optimal,2.79833949999,7141.18579235,7007.02421081,1.124955|0.726615|0.384264,3185.11047|6992.555235|10800,3185.11046951,4999.70642633,17964.897849,963.781184537,18928.6790335,14103.7155034,CVaR,0.9,0.1,1575.19309197,1747.4289623,174.74289623,33077.597334,260.084709887,30507.5269561,2570.07037788,17218.4938942,14080.7475561,7024.72434105,1200,10800,4.54747350886e-13,1.81898940355e-12,6992.55523476,7141.18579235,7007.02421081,328.288650475,1000.95917111,18965.8570201,30885.424076,2192.173258,9086.44292952,16762.5037035,13698.3734233,838.364323528,19,812
2025-03-09,PuLP HiGHS,Optimal,3.9840006,7007.02421081,6919.15171244,1.124955|0.726615|0.384264,3038.303425|6919.151712|10800,3038.30342488,4887.8912078,46641.1598981,1797.8740084,48439.0339065,44141.7152899,CVaR,0.9,0.1,2733.27346956,5905.72591211,590.572591211,75834.1354432,474.57337175,71698.0316735,4136.1037697,23170.2650951,18846.9999756,2181.89947729,1200,10800,1.70530256582e-13,9.09494701773e-13,6919.15171244,7007.02421081,6919.15171244,200.446833315,805.317560663,47446.4774587,68655.3150072,7178.82043598,1656.00393711,20764.8321155,16898.5992621,4353.83369308,31,1121
2025-03-10,PuLP HiGHS,Optimal,4.6985333,6919.15171244,6916.60194938,1.124955|0.726615|0.384264,3033.203899|6916.601949|10800,3033.20389877,4884.00716649,45802.0425676,1592.64854215,47394.6911098,42851.6022245,CVaR,0.9,0.1,3283.57305724,3409.18281255,340.918281255,74703.6060631,426.644080036,70520.305738,4183.30032507,22898.9932626,18550.4793294,2111.67330067,1200,10800,1.45519152284e-11,3.63797880709e-12,6916.60194938,6919.15171244,6916.60194938,1681.68177877,4922.3913275,50724.4338951,70860.8138697,3842.79219338,426.118516667,21455.7919397,17381.4862579,2612.19439445,28,1129
2025-03-11,PuLP HiGHS,Optimal,4.59919199999,6916.60194938,7049.88018076,1.124955|0.726615|0.384264,3283.465275|7041.732637|10800,3283.46527472,5074.61811783,45520.5585535,1657.45869374,47178.0172473,42605.0015582,CVaR,0.9,0.1,2642.43574303,5016.02428764,501.602428764,74642.047004,444.727803328,70652.7384176,3989.30858641,22742.4375808,18308.7568213,2289.01461581,1200,10800,4.54747350886e-13,9.09494701773e-13,7041.73263736,6916.60194938,7049.88018076,412.183523944,1576.38184175,47096.9403953,68815.0002298,5827.04677423,1334.9507863,20175.5987325,16222.2845651,4653.31110458,32,1105
2025-03-12,PuLP HiGHS,Optimal,5.177191,7049.88018076,6992.74876028,1.124955|0.726615|0.384264,3185.497521|6992.74876|10800,3185.49752057,5000.0012228,45140.5045822,1822.76865703,46963.2732392,42637.3178352,CVaR,0.9,0.1,3104.74889674,6740.45818743,674.045818743,73961.3588132,489.667960816,69721.9698082,4239.38900497,22194.6257815,18029.0651614,2254.03379973,1200,10800,9.09494701773e-13,9.09494701773e-13,6992.74876028,7049.88018076,6992.74876028,393.507617306,1394.39240921,46534.8969914,67794.8049925,6166.55382067,2020.69796016,19913.1486566,16181.0686903,4129.47359595,31,1086
2025-03-13,PuLP HiGHS,Optimal,6.7540251,6992.74876028,7083.21237648,1.124955|0.726615|0.384264,3366.424753|7083.212376|10800,3366.42475297,5137.80399704,44566.4496152,1685.9573384,46252.4069535,41624.0192994,CVaR,0.9,0.1,2994.95370348,5094.16342935,509.416342935,73182.2852389,455.459776191,69169.8314704,4012.45376848,22656.6257009,18270.4495631,2086.44136227,1200,10800,4.54747350886e-13,1.81898940355e-12,7083.21237648,6992.74876028,7083.21237648,2552.72046291,9818.67397389,54385.123589,69130.8511129,4051.43412598,59.5862,21036.5794978,16958.2121387,2932.28362753,26,1078
2025-03-14,PuLP HiGHS,Optimal,3.1060229,7083.21237648,6999.39990829,1.124955|0.726615|0.384264,3198.799817|6999.399908|10800,3198.79981659,5010.1328833,17326.4637363,855.906246597,18182.3699828,13320.3546071,CVaR,0.9,0.1,1372.82933943,1481.17507538,148.117507538,32149.3983961,233.185301861,29654.7859074,2494.61248867,17936.7652247,14604.2110534,9584.01522905,1200,10800,9.09494701773e-13,9.09494701773e-13,6999.39990829,7083.21237648,6999.39990829,249.108265371,1065.66971297,18392.1334492,30078.2536432,2071.14475288,11214.7647689,16624.2230403,13541.051884,2375.70135381,20,789
